0,pb206_pb204,pb207_pb204,1,sr87_sr86,nd143_nd144
4.0,18.53,15.581,4.0,0.703713,0.512857
4.0,18.563,15.583,4.0,0.703511,0.512857
4.0,18.435,15.569,4.0,0.703724,0.51283
4.0,18.593,15.592,4.0,0.703933,0.512758
4.0,18.547,15.59,3.0,0.704332,0.512729
4.0,18.582,15.586,4.0,0.703863,0.512798
5.0,19.024,15.579,4.0,0.703867,0.512934
5.0,19.059,15.6,4.0,0.703765,0.512952
5.0,19.065,15.589,4.0,0.703874,0.512933
5.0,19.027,15.594,4.0,0.703898,0.512931
5.0,19.021,15.579,4.0,0.703848,0.512923
5.0,19.038,15.598,4.0,0.703884,0.512927
5.0,19.028,15.572,4.0,0.703859,0.51295
5.0,19.137,15.598,4.0,0.703924,0.512926
5.0,19.023,15.577,4.0,0.703873,0.512926
5.0,19.025,15.578,4.0,0.703881,0.512925
5.0,19.072,15.618,4.0,0.703864,0.512929
5.0,19.023,15.583,4.0,0.703893,0.51293
5.0,18.981,15.65,3.0,0.70443,0.51282
5.0,18.968,15.639,3.0,0.70446,0.51284
5.0,18.932,15.602,3.0,0.70418,0.51286
5.0,18.923,15.617,3.0,0.7041,0.51252
5.0,18.955,15.654,3.0,0.70418,0.51286
5.0,18.937,15.617,4.0,0.70415,0.51281
5.0,19.015,15.655,4.0,0.703421,0.512915
5.0,18.965,15.648,4.0,0.703433,0.512901
5.0,18.932,15.641,4.0,0.703404,0.512904
5.0,18.922,15.649,4.0,0.703272,0.512923
5.0,19.168,15.663,4.0,0.70332,0.512883
5.0,19.158,15.643,4.0,0.703341,0.512887
5.0,19.17,15.659,4.0,0.703312,0.512882
5.0,18.871,15.631,4.0,0.703511,0.512916
5.0,18.939,15.636,4.0,0.703399,0.512905
5.0,18.79,15.596,4.0,0.703325,0.51292
5.0,18.82,15.66,2.0,0.70586,0.512505
5.0,19.02,15.67,2.0,0.705653,0.512598
5.0,18.96,15.65,3.0,0.705266,0.512592
5.0,18.75,15.67,2.0,0.707193,0.512403
5.0,19.1,15.67,2.0,0.707898,0.512533
5.0,18.87,15.66,2.0,0.707853,0.512372
5.0,18.95,15.67,2.0,0.707415,0.512457
5.0,18.89,15.69,2.0,0.70691,0.512407
5.0,18.87,15.67,2.0,0.70683,0.512423
5.0,18.86,15.68,2.0,0.708724,0.512332
5.0,18.84,15.67,2.0,0.707879,0.512392
5.0,18.91,15.67,2.0,0.706693,0.512457
5.0,19.01,15.66,2.0,0.705978,0.512564
4.0,18.68,15.61,2.0,0.705943,0.512493
4.0,18.63832161,15.61661491,4.0,0.703909168,0.512751602
4.0,18.64929692,15.61649923,4.0,0.704139298,0.512751282
4.0,18.63749214,15.6154855,4.0,0.703970178,0.512744752
4.0,18.58128626,15.61112589,4.0,0.704108008,0.51275191
4.0,18.60279219,15.60567975,4.0,0.703768808,0.512795482
4.0,18.60195176,15.60237044,4.0,0.703644748,0.512833062
4.0,18.60571817,15.60512021,4.0,0.703746898,0.512802972
4.0,18.57065585,15.60490794,4.0,0.703927952,0.512799315
4.0,18.60743547,15.60995429,4.0,0.704015562,0.512787695
4.0,18.59222834,15.60751148,4.0,0.704065442,0.512766555
4.0,18.60421823,15.60306748,4.0,0.704023032,0.512784725
4.0,18.60934506,15.60969428,4.0,0.704049592,0.512752135
4.0,18.61230988,15.61201497,4.0,0.704045852,0.512749455
4.0,18.61347816,15.61113622,4.0,0.704053142,0.512756035
4.0,18.62050687,15.61171454,3.0,0.704161052,0.512713715
4.0,18.64436252,15.61370861,4.0,0.704104826,0.512760966
4.0,18.57624265,15.60770512,4.0,0.703902754,0.512843943
4.0,18.58599961,15.60836504,4.0,0.704029096,0.512798146
4.0,18.58681154,15.6073472,4.0,0.703979212,0.512805885
4.0,18.59809636,15.6073226,4.0,0.703914742,0.512836415
4.0,18.5866335,15.60921713,4.0,0.703939202,0.512814255
4.0,18.56873708,15.60661873,4.0,0.703854472,0.512807295
4.0,18.63056482,15.60778128,4.0,0.703907382,0.512813795
4.0,18.687016,15.62131597,3.0,0.70422848,0.51270769
4.0,18.62412162,15.61215107,4.0,0.704058672,0.512760455
4.0,18.62513858,15.61178575,4.0,0.704073612,0.512755615
4.0,18.58866128,15.61096837,4.0,0.703922282,0.512780015
4.0,18.56262277,15.59618444,4.0,0.703971066,0.512816456
4.0,18.60660596,15.59998182,4.0,0.704129046,0.512766746
4.0,18.46620749,15.58774259,3.0,0.704245986,0.512704886
4.0,18.51712348,15.58816493,4.0,0.704125156,0.512766256
4.0,18.59075949,15.60387308,3.0,0.704212674,0.512764333
4.0,18.54053839,15.59550194,4.0,0.703907552,0.512822145
4.0,18.51355466,15.58998533,4.0,0.704039866,0.512780575
4.0,18.51906278,15.59028415,4.0,0.704029306,0.512791565
4.0,18.49540724,15.59108257,4.0,0.70407356,0.51276915
4.0,18.45889533,15.58360201,4.0,0.70411418,0.5127365
4.0,18.47372175,15.59729078,4.0,0.70400861,0.51276898
4.0,18.37549841,15.5747872,4.0,0.703904336,0.512793206
4.0,18.296567,15.5633599,4.0,0.703890072,0.512790645
4.0,18.32635889,15.57027171,4.0,0.703946152,0.512767765
4.0,18.33257752,15.56645838,4.0,0.703914606,0.512789426
4.0,18.41519968,15.58331485,4.0,0.703999322,0.512771615
4.0,18.52776698,15.58191477,4.0,0.704065066,0.512876926
4.0,18.52990046,15.5929243,4.0,0.70385095,0.51283321
4.0,18.56558721,15.60444384,4.0,0.70409628,0.51276123
4.0,18.5455147,15.60234476,4.0,0.70392655,0.51279069
4.0,18.57905361,15.6037759,3.0,0.70432885,0.51272462
4.0,18.41130483,15.57771331,4.0,0.703777074,0.512809353
4.0,18.38926271,15.58043812,4.0,0.703727034,0.512822923
4.0,18.39590057,15.58138183,4.0,0.703749494,0.512804813
4.0,18.45681583,15.58694384,4.0,0.703881044,0.512804433
4.0,18.38111151,15.57855496,4.0,0.703640894,0.512839993
4.0,18.36202298,15.57229306,4.0,0.703597712,0.512856795
5.0,18.938,15.601,3.0,0.704855,0.51269
5.0,18.751,15.649,3.0,0.705537,0.51264
4.0,18.712,15.602,3.0,0.704248,0.51279
4.0,18.576,15.564,3.0,0.704744,0.51275
5.0,19.03,15.62,4.0,0.703949,0.51303
5.0,19.05,15.63,4.0,0.703917,0.512926
5.0,19.02,15.62,4.0,0.703943,0.512952
4.0,18.5344,15.598,4.0,0.703887,0.512794
4.0,18.5427,15.5997,4.0,0.703951,0.512778
4.0,18.516,15.5869,4.0,0.70394,0.512792
4.0,18.5688,15.6004,4.0,0.703991,0.512774
4.0,18.4951,15.5907,3.0,0.704297,0.512725
4.0,18.4426,15.5748,4.0,0.703822,0.512836
4.0,18.4791,15.5907,4.0,0.704048,0.512787
4.0,18.5508,15.636,3.0,0.704868,0.512643
4.0,18.3922,15.5923,3.0,0.704351,0.512753
4.0,18.4645,15.6258,3.0,0.70455,0.512618
4.0,18.3198,15.5898,3.0,0.704879,0.51264
4.0,18.3046,15.579,3.0,0.704371,0.512722
4.0,18.6061,15.6083,4.0,0.703952,0.51288
4.0,18.6062,15.6087,4.0,0.703952,0.512884
4.0,18.575,15.6051,4.0,0.703972,0.512879
4.0,18.5779,15.6057,4.0,0.703986,0.512878
4.0,18.5786,15.6053,4.0,0.70398,0.512887
4.0,18.5789,15.6051,4.0,0.703982,0.512886
4.0,18.5795,15.6058,4.0,0.703999,0.512873
4.0,18.5908,15.6091,4.0,0.704005,0.512881
4.0,18.5897,15.6074,4.0,0.703993,0.512882
4.0,18.5882,15.6077,4.0,0.704019,0.512884
4.0,18.6145,15.6094,4.0,0.703932,0.512862
4.0,18.5896,15.6078,4.0,0.704022,0.512894
4.0,18.5662,15.6033,4.0,0.703892,0.512834
4.0,18.5873,15.6028,4.0,0.703739,0.512854
4.0,18.5913,15.6084,4.0,0.704067,0.512833
4.0,18.5908,15.6079,4.0,0.704102,0.512828
4.0,18.5836,15.6072,4.0,0.704049,0.512843
4.0,18.5786,15.6043,4.0,0.703941,0.512832
4.0,18.5461,15.5958,4.0,0.70378,0.512839
4.0,18.6107,15.6112,3.0,0.7043,0.512806
4.0,18.6148,15.6147,3.0,0.704335,0.512796
4.0,18.4935,15.5786,4.0,0.703531,0.512896
4.0,18.5973,15.6074,4.0,0.703932,0.512807
4.0,18.6123,15.6094,4.0,0.704144,0.512787
4.0,18.6118,15.6073,3.0,0.704163,0.512784
4.0,18.7025,15.6109,2.0,0.706306,0.512404
5.0,18.8143,15.6603,2.0,0.707143,0.512347
5.0,18.7172,15.633,2.0,0.706676,0.512279
5.0,18.7908,15.6079,2.0,0.707212,0.512338
5.0,18.7538,15.6151,2.0,0.707253,0.512268
5.0,18.7858,15.6541,2.0,0.707821,0.512245
5.0,18.7803,15.6299,2.0,0.707693,0.512296
5.0,18.8019,15.6465,2.0,0.708998,0.512242
4.0,18.5963,15.6239,2.0,0.705448,0.512592
4.0,18.5805,15.6117,3.0,0.704916,0.512576
4.0,18.5822,15.6054,3.0,0.70501,0.512591
4.0,18.6298,15.6275,3.0,0.704255,0.512628
4.0,18.6725,15.6208,3.0,0.704269,0.51264
4.0,18.6923,15.6357,3.0,0.704221,0.512699
4.0,18.6978,15.64,3.0,0.704195,0.51271
4.0,18.6707,15.6262,4.0,0.70412,0.512699
4.0,18.6504,15.618,4.0,0.704061,0.512693
4.0,18.6723,15.6276,3.0,0.704283,0.512702
4.0,18.683,15.6255,3.0,0.70422,0.512666
4.0,18.6244,15.6154,4.0,0.70412,0.512729
4.0,18.6295,15.6205,4.0,0.704134,0.512726
4.0,18.6539,15.6133,3.0,0.704145,0.512742
5.0,19.11615993,15.62560673,4.0,0.703953335,0.512909226
5.0,19.10197958,15.61925911,4.0,0.703958125,0.512933477
5.0,19.12667534,15.62164197,4.0,0.703976084,0.512916557
5.0,19.11397718,15.62570084,4.0,0.703952555,0.512924787
5.0,19.12091573,15.62327994,4.0,0.703955105,0.512928247
5.0,19.10361389,15.62572887,4.0,0.703982384,0.512926837
5.0,19.10383307,15.62431718,4.0,0.703986934,0.512935917
5.0,19.1120036,15.62103724,4.0,0.703945765,0.512919787
5.0,19.12667934,15.62390569,4.0,0.703976854,0.512906926
5.0,19.07203563,15.62289648,4.0,0.704029893,0.512901226
5.0,19.07085368,15.62312475,4.0,0.704046812,0.512897056
5.0,19.05819656,15.61194734,4.0,0.703955395,0.512883646
5.0,19.06633507,15.62012315,4.0,0.704029793,0.512905016
5.0,19.08607286,15.6324129,4.0,0.704040822,0.512898296
5.0,19.06495396,15.62439628,4.0,0.704040092,0.512895726
5.0,19.0482466,15.61873148,4.0,0.703955485,0.512894296
5.0,19.05150921,15.60789748,4.0,0.704039272,0.512884866
5.0,18.94565853,15.61610032,4.0,0.704020783,0.512857225
5.0,18.96556545,15.63093913,4.0,0.704045832,0.512863945
5.0,18.97532326,15.6249149,4.0,0.704040912,0.512855225
5.0,18.96850781,15.62088406,4.0,0.704018313,0.512848714
5.0,18.96711169,15.62056368,4.0,0.704065162,0.512830174
5.0,18.9621217,15.61815579,4.0,0.704065519,0.512827725
5.0,18.95358086,15.61115338,4.0,0.704046602,0.512845934
5.0,18.97018114,15.62226572,4.0,0.704026143,0.512842554
5.0,18.96641013,15.62070485,4.0,0.704024202,0.512849696
5.0,18.89350681,15.58015318,4.0,0.703736962,0.512978469
5.0,18.97770316,15.62028234,4.0,0.704018213,0.512932447
5.0,19.01794936,15.6110002,4.0,0.703970755,0.512885997
5.0,19.01622698,15.60743292,4.0,0.703980624,0.512886117
5.0,18.89120797,15.60665499,4.0,0.703840318,0.512983249
5.0,18.90859187,15.61853825,4.0,0.703825909,0.512937897
5.0,18.91658927,15.61884461,4.0,0.703841888,0.512914147
5.0,18.9069986,15.59780837,4.0,0.703873797,0.512950758
5.0,18.88602882,15.60423108,4.0,0.703874877,0.512927247
5.0,18.89894816,15.61036944,4.0,0.703841428,0.512937537
5.0,18.90933547,15.58443933,4.0,0.703906076,0.512821933
5.0,18.93573459,15.62227873,4.0,0.703841118,0.512923167
4.0,18.569,15.613,4.0,0.70393,0.512848
4.0,18.561,15.607,4.0,0.7039,0.512829
4.0,18.549,15.591,4.0,0.70393,0.512784
4.0,18.557,15.602,4.0,0.70391,0.51282
4.0,18.567,15.605,4.0,0.70388,0.512827
4.0,18.594,15.615,4.0,0.70376,0.512832
4.0,18.553,15.603,4.0,0.70388,0.512835
4.0,18.56,15.596,4.0,0.70374,0.512824
4.0,18.528,15.61,4.0,0.70373,0.512839
4.0,18.567,15.626,4.0,0.70396,0.512909
4.0,18.594,15.629,4.0,0.70395,0.51291
4.0,18.5765,15.6041,4.0,0.703975,0.51282
4.0,18.5605,15.5935,4.0,0.704083,0.512826
4.0,18.597,15.6038,4.0,0.703721,0.51281
4.0,18.5395,15.5874,4.0,0.703845,0.512804
4.0,18.5852,15.5941,4.0,0.703895,0.512795
4.0,18.5136,15.5958,3.0,0.704158,0.512743
4.0,18.5787,15.608,4.0,0.703919,0.51282
4.0,18.5919,15.6109,4.0,0.704116,0.51271
4.0,18.507,15.601,3.0,0.70415,0.51274
4.0,18.5413,15.6,4.0,0.704106,0.512742
4.0,18.5476,15.5989,4.0,0.7039,0.512784
4.0,18.56,15.6043,3.0,0.704182,0.512748
4.0,18.5624,15.5988,3.0,0.704161,0.512759
4.0,18.508,15.585,4.0,0.704126,0.512751
4.0,18.4843,15.6023,3.0,0.704162,0.512724
5.0,18.915,15.603,4.0,0.70387,0.512819
5.0,18.835,15.599,4.0,0.70408,0.512828
5.0,19.002,15.634,4.0,0.70408,0.512791
5.0,18.972,15.607,4.0,0.70393,0.512813
5.0,18.932,15.617,1.0,0.70308,0.512901
4.0,18.674,15.535,1.0,0.70305,0.512869
5.0,18.757,15.542,4.0,0.70324,0.51295
5.0,18.806,15.547,1.0,0.703157,0.512988
5.0,18.778,15.547,1.0,0.70309,0.513011
5.0,18.771,15.543,1.0,0.703094,0.513027
5.0,18.861,15.554,4.0,0.703291,0.513026
5.0,18.837,15.548,1.0,0.703193,0.513049
5.0,19.359,15.588,4.0,0.703472,0.512913
5.0,19.379,15.599,4.0,0.703523,0.51291
5.0,19.428,15.591,4.0,0.703456,0.512911
5.0,19.395,15.603,4.0,0.703441,0.512898
5.0,19.456,15.592,4.0,0.703443,0.512918
5.0,19.525,15.597,4.0,0.70353,0.512899
5.0,19.504,15.59,4.0,0.703446,0.512896
5.0,19.5,15.592,4.0,0.703468,0.51291
5.0,19.446,15.585,4.0,0.70353,0.512907
5.0,19.41,15.599,4.0,0.703535,0.512899
5.0,18.947,15.536,1.0,0.703068,0.512986
5.0,18.8515,15.5645,4.0,0.703513,0.512899
5.0,18.7949,15.551,1.0,0.703137,0.512995
5.0,18.8286,15.5518,1.0,0.703156,0.512986
5.0,18.8356,15.5529,1.0,0.703173,0.512993
5.0,18.8375,15.5587,4.0,0.70324,0.513034
5.0,18.9449,15.5872,4.0,0.703569,0.512942
5.0,18.9599,15.5926,4.0,0.703783,0.512889
5.0,18.9482,15.5928,4.0,0.70369,0.512895
5.0,18.7594,15.5413,4.0,0.703578,0.512909
5.0,18.9855,15.5856,4.0,0.70366,0.512914
5.0,18.9408,15.5882,4.0,0.703792,0.512876
5.0,18.9736,15.5986,4.0,0.70392,0.512868
5.0,18.961,15.5932,4.0,0.703678,0.512889
5.0,18.9549,15.5951,4.0,0.703815,0.512922
5.0,18.9578,15.5961,4.0,0.703698,0.512874
5.0,18.9593,15.5948,4.0,0.70371,0.512896
5.0,18.9406,15.5905,4.0,0.70375,0.512869
5.0,18.943,15.5883,4.0,0.703766,0.512887
5.0,18.9582,15.5932,4.0,0.703968,0.512871
5.0,18.9553,15.5948,4.0,0.703715,0.512884
5.0,18.963,15.5952,4.0,0.703814,0.512878
5.0,18.8963,15.5812,4.0,0.703486,0.512878
5.0,18.9238,15.588,4.0,0.70372,0.512866
5.0,18.9618,15.5979,4.0,0.703772,0.51288
5.0,18.9165,15.5854,4.0,0.703597,0.512924
5.0,18.9035,15.584,4.0,0.703561,0.512917
5.0,18.9439,15.5855,4.0,0.703708,0.512881
5.0,18.938,15.5904,4.0,0.703677,0.512895
5.0,18.9656,15.5957,4.0,0.703891,0.512849
5.0,18.9602,15.5942,4.0,0.703824,0.512874
5.0,18.9626,15.5963,4.0,0.703904,0.512871
5.0,18.9802,15.6024,4.0,0.703917,0.512859
5.0,18.9521,15.5942,4.0,0.703792,0.512913
5.0,18.9254,15.5907,4.0,0.703518,0.512898
5.0,18.9618,15.5962,4.0,0.70379,0.512835
5.0,18.9675,15.6003,4.0,0.703754,0.512874
5.0,18.9636,15.5975,4.0,0.703759,0.512896
5.0,18.8395,15.5701,4.0,0.703434,0.512911
5.0,18.9294,15.5879,4.0,0.703696,0.512906
5.0,18.9552,15.5942,4.0,0.703823,0.512903
5.0,18.9533,15.59,4.0,0.703992,0.512841
5.0,18.9619,15.5951,4.0,0.70378,0.512864
5.0,18.9499,15.5919,4.0,0.70386,0.512855
5.0,18.937,15.593,4.0,0.703999,0.512838
5.0,18.9763,15.6007,4.0,0.703977,0.512847
5.0,18.9647,15.5985,4.0,0.703757,0.512878
5.0,18.9796,15.5976,4.0,0.703852,0.512868
5.0,18.9679,15.599,4.0,0.704025,0.512824
5.0,18.9627,15.5998,4.0,0.703894,0.512845
5.0,18.948,15.5965,4.0,0.703797,0.512875
5.0,18.9336,15.5903,4.0,0.703258,0.512977
5.0,18.9501,15.5858,4.0,0.70356,0.512911
5.0,18.9519,15.5899,4.0,0.703758,0.512879
5.0,18.9257,15.5884,4.0,0.703625,0.512901
5.0,18.9521,15.5955,4.0,0.70375,0.512893
5.0,18.9739,15.5926,4.0,0.703865,0.512872
5.0,18.9249,15.5815,4.0,0.703546,0.512914
5.0,18.9325,15.584,4.0,0.703669,0.512905
5.0,18.944,15.5902,4.0,0.703733,0.512912
5.0,18.949,15.5909,4.0,0.703745,0.512906
5.0,18.9665,15.5969,4.0,0.703591,0.512895
5.0,18.8614,15.5611,1.0,0.703201,0.513005
5.0,18.9323,15.5947,4.0,0.703523,0.512965
5.0,18.9443,15.5843,4.0,0.703525,0.512953
5.0,18.9321,15.5788,4.0,0.70355,0.512919
5.0,18.9638,15.5857,4.0,0.703273,0.512963
5.0,18.9485,15.5885,4.0,0.703675,0.512884
5.0,18.9155,15.5801,4.0,0.703704,0.512902
4.0,18.73661205,15.54263552,1.0,0.703042,0.513004885
5.0,18.83556306,15.55287898,1.0,0.703173,0.512993103
5.0,18.79752695,15.55051848,1.0,0.703109,0.513001473
5.0,18.83479997,15.55264818,1.0,0.703156,0.512986757
5.0,18.83850832,15.55753057,4.0,0.70324,0.513033353
5.0,18.84664702,15.55601601,4.0,0.703213,0.5130374
5.0,19.006,15.561,4.0,0.703789,0.513006
5.0,19.007,15.561,4.0,0.703785,0.513005
5.0,19.004,15.561,4.0,0.703786,0.512994
5.0,18.965,15.554,4.0,0.703811,0.513006
5.0,18.948,15.554,4.0,0.703812,0.513006
5.0,18.948,15.552,4.0,0.703784,0.513008
4.0,18.677,15.562,4.0,0.703534,0.513012
4.0,18.616,15.516,4.0,0.703618,0.513018
4.0,18.615,15.509,4.0,0.703585,0.51299
4.0,18.619,15.562,4.0,0.703613,0.513021
4.0,18.621,15.528,4.0,0.703584,0.51303
4.0,18.576,15.536,4.0,0.703533,0.513059
4.0,18.58,15.53,4.0,0.703603,0.513022
4.0,18.635,15.556,4.0,0.70359,0.513011
4.0,18.704,15.554,4.0,0.703751,0.51302
4.0,18.655,15.503,4.0,0.703843,0.512996
4.0,18.73,15.538,3.0,0.704269,0.513022
4.0,18.628,15.538,4.0,0.703864,0.512997
5.0,18.822,15.55,4.0,0.703749,0.512995
5.0,19.111,15.575,4.0,0.70378,0.51298
5.0,18.961,15.519,4.0,0.703737,0.512986
5.0,19.039,15.574,4.0,0.703512,0.512967
5.0,18.772,15.54,4.0,0.703711,0.513019
4.0,18.702,15.532,4.0,0.703763,0.513021
5.0,18.869,15.527,4.0,0.703914,0.512956
5.0,18.926,15.547,4.0,0.703947,0.513
5.0,18.914,15.537,4.0,0.703868,0.512971
5.0,19.136,15.572,4.0,0.703817,0.512982
5.0,18.949,15.536,4.0,0.703922,0.512986
5.0,18.873,15.557,4.0,0.703752,0.512991
5.0,18.948,15.56,4.0,0.703457,0.513004
5.0,18.988,15.567,1.0,0.703163,0.513018
5.0,18.956,15.567,4.0,0.703223,0.51303
4.0,18.67734783,15.5885261,4.0,0.7039459,0.5129176
4.0,18.65166193,15.58724937,4.0,0.7040163,0.5128595
4.0,18.66822045,15.60562468,4.0,0.7039959,0.512863167
4.0,18.67224142,15.60188668,4.0,0.7040258,0.5128628
4.0,18.70113944,15.60367502,4.0,0.7040146,0.5128895
4.0,18.70866784,15.61332873,4.0,0.7039391,0.5129066
4.0,18.69625018,15.59785535,4.0,0.7039421,0.51290295
4.0,18.7030434,15.61989676,4.0,0.7039315,0.5128964
4.0,18.70927319,15.60767437,4.0,0.7039196,0.5128998
4.0,18.67746977,15.57827253,4.0,0.7039772,0.5129117
5.0,18.72202532,15.6189768,4.0,0.7039884,0.5128942
4.0,18.66392805,15.59112958,4.0,0.703822,0.5129016
4.0,18.69950786,15.59882237,4.0,0.7038626,0.512921
4.0,18.70879824,15.592499,4.0,0.7039675,0.5128811
4.0,18.69096928,15.59950148,4.0,0.7039885,0.5128641
4.0,18.625,15.564,4.0,0.703852,0.512885
4.0,18.62,15.547,4.0,0.703824,0.512925
4.0,18.647,15.566,4.0,0.703951,0.51286
4.0,18.628,15.556,4.0,0.703823,0.512908
4.0,18.665,15.554,4.0,0.703863,0.512928
4.0,18.666,15.554,4.0,0.703872,0.512911
4.0,18.664,15.575,4.0,0.703859,0.512874
4.0,18.681,15.579,4.0,0.704046,0.512824
4.0,18.634,15.556,4.0,0.703643,0.512917
4.0,18.602,15.545,4.0,0.70379,0.512959
4.0,18.606,15.548,4.0,0.703824,0.512949
4.0,18.612,15.547,4.0,0.703401,0.512968
4.0,18.67,15.567,4.0,0.703604,0.512917
4.0,18.655,15.571,4.0,0.703697,0.512881
4.0,18.693,15.582,4.0,0.704071,0.512813
4.0,18.669,15.577,4.0,0.703633,0.51293
4.0,18.636,15.568,4.0,0.704154,0.51288
4.0,18.672,15.579,4.0,0.70411,0.512831
4.0,18.535,15.523,4.0,0.703886,0.513009
4.0,18.536,15.526,4.0,0.703871,0.51299
4.0,18.638,15.561,4.0,0.703689,0.512997
4.0,18.573,15.551,4.0,0.703788,0.512996
4.0,18.601,15.556,4.0,0.703871,0.512944
4.0,18.537,15.531,4.0,0.703846,0.513006
4.0,18.516,15.521,4.0,0.703881,0.513008
4.0,18.519,15.529,4.0,0.703816,0.513009
4.0,18.502,15.531,4.0,0.703863,0.513007
4.0,18.663,15.554,4.0,0.703643,0.513005
4.0,18.654,15.546,4.0,0.704154,0.513001
4.0,18.568,15.527,4.0,0.703824,0.512998
4.0,18.569,15.529,4.0,0.703824,0.513009
4.0,18.562,15.538,4.0,0.703708,0.513002
4.0,18.648,15.557,4.0,0.703844,0.5129
4.0,18.662,15.566,4.0,0.703801,0.512879
4.0,18.657,15.565,4.0,0.703785,0.512878
4.0,18.657,15.565,4.0,0.703716,0.512905
4.0,18.666,15.575,4.0,0.703753,0.512875
4.0,18.577,15.546,4.0,0.703615,0.512971
4.0,18.527,15.529,4.0,0.703815,0.512999
4.0,18.593,15.539,4.0,0.703743,0.512982
4.0,18.525,15.528,4.0,0.703844,0.513002
4.0,18.525,15.533,4.0,0.703811,0.512994
4.0,18.659,15.567,4.0,0.704006,0.512827
4.0,18.665,15.555,1.0,0.703206,0.512965
4.0,18.668,15.578,4.0,0.704078,0.512889
4.0,18.681,15.58,4.0,0.703985,0.512859
4.0,18.63,15.55,1.0,0.703089,0.513021
4.0,18.714,15.529,1.0,0.70287,0.513062
4.0,18.731,15.527,1.0,0.70273,0.51305
4.0,18.549,15.559,4.0,0.70382,0.513008
4.0,18.572,15.545,4.0,0.703734,0.512977
4.0,18.58,15.557,4.0,0.703757,0.512991
4.0,18.595,15.559,3.0,0.704833,0.512882
4.0,18.253,15.53,4.0,0.703352,0.513063
5.0,19.46,15.635,4.0,0.70356,0.51293
5.0,19.465,15.635,4.0,0.70365,0.51289
5.0,19.366,15.629,4.0,0.70386,0.51293
4.0,18.286,15.507,4.0,0.703455,0.513073
4.0,18.302,15.509,4.0,0.703471,0.513105
4.0,18.3,15.498,4.0,0.703475,0.513098
4.0,18.296,15.505,4.0,0.703467,0.513102
4.0,18.292,15.504,4.0,0.703488,0.513103
4.0,18.303,15.5,4.0,0.703475,0.513101
4.0,18.304,15.5,4.0,0.703449,0.513098
4.0,18.299,15.505,4.0,0.703453,0.513103
4.0,18.301,15.497,4.0,0.703454,0.513106
4.0,18.29,15.507,4.0,0.70343,0.51309
4.0,18.304,15.496,4.0,0.703494,0.513107
4.0,18.303,15.497,4.0,0.703443,0.513091
4.0,18.297,15.504,4.0,0.703428,0.513097
4.0,18.287,15.501,4.0,0.703413,0.513075
4.0,18.2623,15.5077,4.0,0.70343,0.51309
4.0,18.3023,15.4994,4.0,0.70344,0.51307
4.0,18.2831,15.5037,4.0,0.70345,0.51308
4.0,18.2999,15.4988,4.0,0.70344,0.51307
4.0,18.2707,15.5089,4.0,0.70343,0.51308
4.0,18.2918,15.5047,4.0,0.70346,0.51307
4.0,18.2885,15.5075,4.0,0.70349,0.51307
4.0,18.3014,15.4963,4.0,0.70351,0.51308
4.0,18.2989,15.5028,4.0,0.70346,0.51309
4.0,18.302,15.5013,4.0,0.70338,0.51308
4.0,18.2985,15.5032,4.0,0.70345,0.51307
4.0,18.3046,15.5002,4.0,0.70343,0.51307
4.0,18.31,15.509,4.0,0.70345,0.51309
4.0,18.306,15.509,4.0,0.70346,0.5131
4.0,18.283,15.519,4.0,0.70346,0.5131
4.0,18.302,15.512,4.0,0.70347,0.51309
4.0,18.309,15.513,4.0,0.70345,0.51309
4.0,18.292,15.517,4.0,0.70346,0.51309
4.0,18.298,15.516,4.0,0.70345,0.51309
4.0,18.293,15.518,4.0,0.70347,0.5131
4.0,18.2722,15.5373,4.0,0.703397,0.513109
4.0,18.2868,15.5295,4.0,0.703286,0.513107
4.0,18.4171,15.5528,4.0,0.703636,0.513099
4.0,18.4222,15.554,4.0,0.703713,0.513115
4.0,18.407,15.542,4.0,0.703619,0.513106
4.0,18.4103,15.5452,4.0,0.703616,0.513095
4.0,18.4221,15.554,4.0,0.703665,0.51312
4.0,18.3646,15.544,4.0,0.704099,0.513098
4.0,18.4217,15.5539,4.0,0.703629,0.5131
4.0,18.4049,15.5394,4.0,0.703588,0.513103
4.0,18.4101,15.5467,4.0,0.703596,0.513089
4.0,18.3722,15.5338,4.0,0.703644,0.513105
4.0,18.2864,15.5214,1.0,0.702911,0.51309
4.0,18.245,15.508,1.0,0.70312,0.513118
4.0,18.353,15.529,1.0,0.70303,0.513063
4.0,18.217,15.501,1.0,0.70296,0.513109
4.0,18.214,15.499,1.0,0.70296,0.513094
4.0,18.22,15.504,1.0,0.70295,0.513105
4.0,18.396,15.535,1.0,0.70304,0.513027
4.0,18.286,15.508,4.0,0.70326,0.513073
3.0,18.213,15.504,1.0,0.70295,0.513087
3.0,18.189,15.491,1.0,0.70303,0.513082
3.0,18.191,15.498,1.0,0.70292,0.513099
4.0,18.521,15.752,1.0,0.70308,0.513089
4.0,18.318,15.52,4.0,0.70325,0.513062
4.0,18.353,15.506,1.0,0.7031,0.513049
4.0,18.259,15.509,1.0,0.70317,0.513032
3.0,18.161,15.478,1.0,0.70286,0.513076
4.0,18.263,15.514,1.0,0.70294,0.513023
4.0,18.338,15.509,1.0,0.70287,0.513008
4.0,18.4047,15.5482,4.0,0.703599,0.513086
