0,pb206_pb204,pb207_pb204,1,sr87_sr86,nd143_nd144
5.0,19.292,15.57,4.0,0.703455,0.512935
4.0,18.714,15.607,4.0,0.703636,0.512823
5.0,19.064,15.596,3.0,0.7062,0.513104
5.0,18.893,15.572,4.0,0.704096,0.512875
5.0,18.961,15.596,4.0,0.703789,0.512858
3.0,18.094,15.552,1.0,0.703056,0.513155
3.0,18.161,15.546,3.0,0.704334,0.51306
5.0,19.441,15.561,4.0,0.70349,0.512938
4.0,18.555,15.591,4.0,0.703229,0.51298
5.0,19.624,15.615,4.0,0.703446,0.512927
4.0,18.4,15.53,4.0,0.703301,0.51304
4.0,18.48,15.59,4.0,0.703443,0.513073
4.0,18.27,15.59,,,
4.0,18.56,15.57,,,
5.0,18.8,15.56,,,
4.0,18.62,15.56,,,
5.0,18.94,15.51,2.0,0.70543,0.512074
4.0,18.6878,15.5193,,,
5.0,18.9102,15.5868,,,
5.0,18.77,15.59,,,
4.0,18.31,15.56,,,
5.0,19.3935,15.6043,3.0,0.705738,0.513084
5.0,19.0934,15.5574,4.0,0.703481,0.513099
5.0,19.1699,15.5742,3.0,0.704597,0.513027
5.0,19.246,15.568,4.0,0.703254,0.51299
5.0,19.322,15.581,4.0,0.703267,0.512947
5.0,19.186,15.588,4.0,0.7034318,0.513075
5.0,19.862,15.597,1.0,0.703158,0.513048
5.0,19.225,15.571,4.0,0.703235,0.5130078
5.0,19.497,15.592,4.0,0.703391,0.5129378
5.0,19.143,15.598,4.0,0.703298,0.513097
5.0,18.982,15.591,4.0,0.704043,0.513061
5.0,19.069,15.6,4.0,0.70358,0.513012
5.0,18.971,15.558,4.0,0.70329,0.513019
5.0,18.884,15.657,2.0,0.70587,0.51254
5.0,18.835,15.634,4.0,0.70409,0.512741
5.0,18.835,15.634,4.0,0.70409,0.512741
5.0,18.933,15.641,4.0,0.70371,0.51286
5.0,18.872,15.663,2.0,0.70609,0.512571
5.0,18.858,15.668,3.0,0.70525,0.512749
5.0,18.821,15.644,3.0,0.70552,0.512775
5.0,18.777,15.604,3.0,0.7057,0.512878
5.0,19.276,15.603,4.0,0.703593,0.512841
5.0,19.599,15.674,3.0,0.70452,0.512751
5.0,19.599,15.674,3.0,0.70452,0.512751
5.0,19.713,15.673,4.0,0.70363,0.512789
5.0,19.713,15.673,4.0,0.70363,0.512789
4.0,18.365,15.639,3.0,0.70441,0.512752
4.0,18.365,15.639,3.0,0.7044,0.512752
4.0,18.606375,15.639875,,,
4.0,18.548,15.622,,,
4.0,18.393,15.627,,,
3.0,17.998,15.583,,,
4.0,18.514,15.581,,,
4.0,18.526,15.589,,,
4.0,18.525,15.601,,,
4.0,18.56,15.599,,,
5.0,18.774,15.637,,,
4.0,18.716,15.616,,,
4.0,18.531,15.631,,,
3.0,17.92,15.575,,,
5.0,18.93,15.611,3.0,0.704708,0.512749
5.0,18.917,15.601,4.0,0.70367,0.512805
5.0,18.927,15.589,3.0,0.704947,0.512721
5.0,18.902,15.599,3.0,0.704166,0.512795
4.0,18.426,15.548,3.0,0.704329,0.512728
5.0,18.931,15.613,3.0,0.704332,0.512792
5.0,19.037,15.611,3.0,0.704321,0.512857
5.0,18.914,15.606,4.0,0.704134,0.512791
5.0,19.1290194,15.68718372,2.0,0.706105,0.512418
5.0,19.039,15.623,3.0,0.70489,0.512661
5.0,19.038,15.628,3.0,0.70485,0.512646
5.0,18.896,15.591,3.0,0.704288,0.512806
5.0,19.152,15.563,4.0,0.703548,0.512965
5.0,18.947,15.536,1.0,0.703068,0.512986
5.0,19.41,15.599,4.0,0.703535,0.512899
5.0,19.446,15.585,4.0,0.70353,0.512907
5.0,19.504,15.59,4.0,0.703446,0.512896
5.0,19.525,15.597,4.0,0.70353,0.512899
5.0,19.456,15.592,4.0,0.703443,0.512918
5.0,19.395,15.603,4.0,0.703441,0.512898
5.0,19.428,15.591,4.0,0.703456,0.512911
5.0,19.379,15.599,4.0,0.703523,0.51291
5.0,19.359,15.588,4.0,0.703472,0.512913
5.0,19.5,15.592,4.0,0.703468,0.51291
5.0,18.946,15.627,,,
5.0,18.754,15.611,,,
4.0,18.62,15.599,,,
4.0,18.665,15.613,,,
5.0,18.983,15.622,,,
5.0,18.812,15.574,,,
4.0,18.636,15.613,,,
4.0,18.73661205,15.54263552,1.0,0.703042,0.513004885
5.0,18.998,15.642,3.0,0.70566,0.512694
5.0,18.851,15.611,3.0,0.70528,0.512743
5.0,19.049,15.648,3.0,0.70601,0.512898
5.0,18.835,15.599,4.0,0.70408,0.512828
5.0,18.947,15.589,4.0,0.70379,0.512905
5.0,18.863,15.608,4.0,0.70383,0.512898
5.0,18.952,15.593,4.0,0.70381,0.512891
5.0,18.751,15.581,4.0,0.7038,0.512875
4.0,18.715,15.601,3.0,0.7042,0.51277
5.0,18.858,15.602,4.0,0.70392,0.51278
5.0,18.838,15.605,4.0,0.704,0.5128
5.0,19.012,15.621,4.0,0.70389,0.512833
5.0,18.814,15.579,1.0,0.70317,0.51297
5.0,18.902,15.591,1.0,0.70318,0.512934
5.0,18.96,15.64,4.0,0.70398,0.51283
5.0,18.963,15.6,3.0,0.70429,0.512763
5.0,18.907,15.608,4.0,0.70408,0.512826
5.0,18.757,15.547,1.0,0.70321,0.512961
5.0,18.809,15.59,4.0,0.70343,0.512918
5.0,18.881,15.6,4.0,0.70349,0.512891
5.0,18.945,15.636,4.0,0.70378,0.512884
5.0,18.965,15.63,3.0,0.70425,0.51278
5.0,18.892,15.606,4.0,0.70385,0.512905
5.0,18.835,15.599,4.0,0.70408,0.512828
5.0,18.915,15.603,4.0,0.70387,0.512819
5.0,19.026,15.677,3.0,0.70423,0.512702
5.0,18.979,15.644,4.0,0.70406,0.512791
5.0,18.972,15.607,4.0,0.70393,0.512813
5.0,18.975,15.613,4.0,0.70401,0.512799
5.0,18.937,15.596,4.0,0.70397,0.512813
5.0,18.997,15.636,4.0,0.70392,0.512866
5.0,18.873,15.569,4.0,0.70344,0.512965
5.0,18.819,15.576,4.0,0.70344,0.512932
5.0,18.914,15.573,4.0,0.70342,0.512936
5.0,18.831,15.538,4.0,0.70341,0.51295
5.0,18.881,15.59,4.0,0.70358,0.512936
5.0,18.872,15.565,4.0,0.70344,0.512974
4.0,18.692,15.627,4.0,0.70344,0.512968
5.0,18.9046,15.6044,,,
5.0,18.803,15.611,4.0,0.70413,0.512828
5.0,19.178,15.699,3.0,0.70434,0.512732
5.0,18.948,15.634,4.0,0.703516,0.512865
5.0,18.952,15.614,4.0,0.703789,0.51288
5.0,19.061,15.652,4.0,0.704051,0.512836
5.0,19.05,15.637,2.0,0.70542,0.51259
5.0,18.997,15.639,3.0,0.705019,0.512615
5.0,19.068,15.659,3.0,0.705418,0.512614
5.0,19.076,15.647,2.0,0.705673,0.512621
5.0,19.074,15.646,2.0,0.705869,0.512526
5.0,19.065,15.649,3.0,0.705333,0.512652
5.0,19.001,15.634,3.0,0.705293,0.512606
5.0,19.068,15.651,3.0,0.705449,0.512619
5.0,18.965,15.63,3.0,0.705061,0.512647
5.0,19.054,15.648,2.0,0.705681,0.512558
5.0,19.047,15.651,3.0,0.705114,0.512677
5.0,19.049,15.643,3.0,0.705465,0.512613
5.0,19.087,15.655,2.0,0.706125,0.512484
5.0,19.031,15.639,3.0,0.704902,0.512685
5.0,18.95,15.621,3.0,0.704802,0.512681
5.0,18.962,15.626,3.0,0.704857,0.512625
5.0,19.064,15.648,2.0,0.705492,0.512581
5.0,18.884,15.552,,,
5.0,18.885,15.573,4.0,0.7035,0.512902
5.0,18.909,15.582,4.0,0.70355,0.512899
5.0,18.852,15.568,4.0,0.70346,0.512953
5.0,18.899,15.569,4.0,0.70355,0.512893
5.0,18.924,15.602,4.0,0.70361,0.512931
5.0,18.96,15.634,4.0,0.70354,0.51293
5.0,18.875,15.577,1.0,0.70304,0.512997
5.0,18.878,15.578,1.0,0.703029,0.513009
5.0,18.999,15.6,4.0,0.703854,0.512912
5.0,18.936,15.583,4.0,0.703588,0.512941
5.0,18.875,15.568,4.0,0.703234,0.512968
5.0,18.875,15.558,1.0,0.703186,0.512991
5.0,18.874,15.58,1.0,0.703045,0.512995
5.0,18.915,15.575,1.0,0.703201,0.512971
5.0,18.929,15.558,1.0,0.703194,0.512993
5.0,18.891,15.566,1.0,0.702889,0.513015
5.0,18.915,15.547,1.0,0.703163,0.513005
5.0,19.037,15.567,1.0,0.70284,0.512979
5.0,18.925,15.568,1.0,0.70292,0.513013
5.0,18.856,15.54,1.0,0.70292,0.513013
5.0,18.967,15.583,4.0,0.7036,0.512925
5.0,18.872,15.559,4.0,0.70329,0.512975
5.0,18.838,15.565,1.0,0.70291,0.512987
4.0,18.688,15.5,,,
5.0,18.928,15.56,,,
5.0,18.83479997,15.55264818,1.0,0.703156,0.512986757
5.0,18.84664702,15.55601601,4.0,0.703213,0.5130374
5.0,18.83850832,15.55753057,4.0,0.70324,0.513033353
5.0,18.837,15.548,1.0,0.703193,0.513049
5.0,18.806,15.547,1.0,0.703157,0.512988
5.0,18.8286,15.5518,1.0,0.703156,0.5129858
5.0,19.0998,15.6338,4.0,0.703478,0.513
5.0,18.8587,15.5374,4.0,0.703414,0.512909
5.0,19.5091,15.5846,4.0,0.703424,0.513008
5.0,18.96398571,15.58575714,4.0,0.703273,0.512963
5.0,18.9321,15.5788,4.0,0.70355,0.512919
5.0,18.9443,15.5843,4.0,0.703525,0.512953
5.0,18.9323,15.5947,4.0,0.703523,0.512965
5.0,18.8614,15.5611,1.0,0.703201,0.513005
5.0,18.961,15.59,1.0,0.70304,0.513012
5.0,18.869,15.573,1.0,0.70313,0.512997
5.0,18.862,15.564,1.0,0.70295,0.513035
5.0,18.862,15.564,1.0,0.702953,0.513035
5.0,19.409,15.604,1.0,0.70287,0.512997
4.0,18.68,15.537,1.0,0.70302,0.51288
4.0,18.692,15.525,1.0,0.70306,0.512874
4.0,18.406,15.548,4.0,0.70348,0.512646
5.0,19.1,15.645,4.0,0.70365,0.512837
5.0,19.954,15.821,4.0,0.70377,0.512769
5.0,20.128,15.846,4.0,0.70388,0.512105
4.0,18.317,15.588,3.0,0.70426,0.512277
4.0,18.332,15.594,2.0,0.70533,0.512241
4.0,18.315,15.593,3.0,0.70425,0.512266
4.0,18.292,15.572,2.0,0.70624,0.512421
4.0,18.601,15.556,4.0,0.703871,0.512944
4.0,18.577,15.546,4.0,0.703615,0.512971
4.0,18.657,15.565,4.0,0.703716,0.512905
4.0,18.562,15.538,4.0,0.703708,0.513002
4.0,18.666,15.575,4.0,0.703753,0.512875
4.0,18.516,15.521,4.0,0.703881,0.513008
4.0,18.537,15.531,4.0,0.703846,0.513006
4.0,18.519,15.529,4.0,0.703816,0.513009
4.0,18.681,15.579,4.0,0.704046,0.512824
4.0,18.625,15.564,4.0,0.703852,0.512885
4.0,18.628,15.556,4.0,0.703823,0.512908
4.0,18.672,15.579,4.0,0.70411,0.512831
4.0,18.67,15.567,4.0,0.703604,0.512917
4.0,18.612,15.547,4.0,0.703401,0.512968
4.0,18.636,15.568,4.0,0.704154,0.51288
4.0,18.669,15.577,4.0,0.703633,0.51293
4.0,18.684,15.585,4.0,0.70359,0.51288
4.0,18.676,15.582,3.0,0.7043,0.5128
4.0,18.61,15.556,1.0,0.70321,0.51299
4.0,18.683,15.567,4.0,0.70371,0.51291
4.0,18.692,15.582,4.0,0.70337,0.51294
4.0,18.684,15.583,4.0,0.70415,0.51283
5.0,19.068,15.683,4.0,0.70404,0.51289
4.0,18.681,15.613,4.0,0.70384,0.51293
4.0,18.67224142,15.60188668,4.0,0.7040258,0.5128628
4.0,18.66822045,15.60562468,4.0,0.7039959,0.512863167
4.0,18.572,15.545,4.0,0.703734,0.512977
4.0,18.58,15.557,4.0,0.703757,0.512991
4.0,18.525,15.533,4.0,0.703811,0.512994
4.0,18.63,15.55,1.0,0.703089,0.513021
4.0,18.593,15.539,4.0,0.703743,0.512982
4.0,18.665,15.555,1.0,0.703206,0.512965
4.0,18.668,15.578,4.0,0.704078,0.512889
4.0,18.659,15.567,4.0,0.704006,0.512827
4.0,18.731,15.527,1.0,0.70273,0.51305
4.0,18.714,15.529,1.0,0.70287,0.513062
4.0,18.519,15.544,4.0,0.703822,0.513004
5.0,18.948,15.569,4.0,0.703351,0.512986
5.0,18.956,15.567,4.0,0.703223,0.51303
5.0,18.991,15.547,4.0,0.703797,0.513004
5.0,18.897,15.555,4.0,0.703549,0.513026
5.0,18.935,15.548,4.0,0.703649,0.513023
5.0,18.934,15.538,4.0,0.703678,0.512994
4.0,18.538,15.526,4.0,0.703923,0.513036
5.0,18.934,15.556,4.0,0.7034521,0.513007
5.0,18.985,15.556,1.0,0.703146,0.513024
5.0,18.948,15.56,4.0,0.703457,0.513004
5.0,18.919,15.558,4.0,0.703661,0.513013
5.0,19.288,15.576,,,
4.0,18.621,15.528,4.0,0.703584,0.51303
4.0,18.576,15.536,4.0,0.703533,0.513059
4.0,18.619,15.562,4.0,0.703613,0.513021
5.0,19.085,15.577,,,
5.0,19.184,15.577,,,
5.0,19.093,15.564,,,
4.0,18.655,15.503,4.0,0.703843,0.512996
5.0,18.869,15.527,4.0,0.703914,0.512956
5.0,18.926,15.547,4.0,0.703947,0.513
5.0,18.914,15.537,4.0,0.703868,0.512971
5.0,19.096,15.573,,,
5.0,19.136,15.572,4.0,0.703817,0.512982
4.0,18.615,15.509,4.0,0.703585,0.51299
4.0,18.616,15.516,4.0,0.703618,0.513018
4.0,18.645,15.535,,,
4.0,18.65,15.526,,,
4.0,18.699,15.527,,,
5.0,18.772,15.54,4.0,0.703711,0.513019
5.0,18.949,15.536,4.0,0.703922,0.512986
5.0,18.873,15.557,4.0,0.703752,0.512991
5.0,19.047,15.565,,,
5.0,19.061,15.559,,,
5.0,18.822,15.55,4.0,0.703749,0.512995
5.0,19.039,15.574,4.0,0.703512,0.512967
5.0,19.028,15.571,,,
5.0,19.171,15.587,,,
5.0,19.11,15.575,,,
5.0,19.151,15.571,,,
5.0,19.384,15.62,,,
4.0,18.383,15.512,4.0,0.70321,0.51316
5.0,19.996,15.713,3.0,0.704407,0.512727
5.0,19.051,15.562,,,
5.0,19.017,15.551,,,
5.0,19.188,15.573,,,
5.0,19.201,15.591,,,
4.0,18.692,15.554,4.0,0.70354,0.51302
5.0,19.048,15.571,4.0,0.703914,0.512975
5.0,19.048,15.569,4.0,0.704119,0.512966
5.0,19.122,15.579,4.0,0.703744,0.512954
5.0,19.308,15.587,,,
5.0,19.056,15.548,,,
5.0,19.121,15.579,,,
5.0,19.084,15.566,,,
5.0,19.09,15.572,,,
5.0,19.062,15.568,,,
5.0,19.075,15.569,,,
5.0,19.063,15.56,,,
5.0,19.081,15.574,,,
3.0,17.954,15.468,3.0,0.704312,0.51276
3.0,17.919,15.435,3.0,0.70456,0.512748
3.0,17.985,15.463,3.0,0.704601,0.512746
3.0,17.973,15.469,3.0,0.704345,0.512852
3.0,17.806,15.47,3.0,0.70462,0.512736
3.0,18.224,15.575,3.0,0.704286,0.512716
3.0,17.941,15.462,3.0,0.70416,0.512735
3.0,18.066,15.488,3.0,0.704375,0.512729
3.0,17.679,15.436,3.0,0.704799,0.512615
3.0,17.784,15.437,3.0,0.70449,0.512766
3.0,17.798,15.442,3.0,0.704239,0.512716
3.0,17.738,15.444,3.0,0.70446,0.512763
3.0,17.977,15.495,3.0,0.70469,0.512763
3.0,17.931,15.462,3.0,0.7046,0.5127
3.0,17.954,15.3783,,,
3.0,17.8321,15.38,3.0,0.70505,0.51255
2.0,17.009,15.437,,,
2.0,17.147,15.37,,,
3.0,17.596,15.389,,,
3.0,18.15,15.574,3.0,0.70465,0.512803
2.0,17.266,15.414,,,
3.0,17.48,15.359,4.0,0.703814,0.512804
3.0,17.872,15.439,4.0,0.704128,0.512738
3.0,17.875,15.449,3.0,0.704157,0.512762
3.0,17.851,15.417,3.0,0.704192,0.512742
3.0,17.895,15.429,3.0,0.704205,0.512724
3.0,17.873,15.441,3.0,0.704152,0.512746
2.0,16.789,15.28,2.0,0.7049,0.512234
0.0,16.644,15.273,2.0,0.7047,0.512345
3.0,17.815,15.427,4.0,0.703624,0.512876
3.0,17.419,15.383,4.0,0.703818,0.512831
3.0,17.924,15.449,4.0,0.703494,0.51297
3.0,18.077,15.46,4.0,0.703481,0.512937
3.0,18.049,15.465,4.0,0.703325,0.512919
4.0,18.243,15.437,4.0,0.70357,0.51298
4.0,18.276,15.527,4.0,0.703601,0.512908
4.0,18.281,15.54,4.0,0.703674,0.512921
4.0,18.276,15.529,4.0,0.703742,0.512903
4.0,18.273,15.533,4.0,0.703745,0.512905
5.0,18.699,15.8462,4.0,0.704071,0.512432
5.0,18.7479,15.8507,3.0,0.704265,0.512513
4.0,18.643,15.574,3.0,0.7045,0.512831
4.0,18.617,15.476,3.0,0.70419,0.512768
4.0,18.625,15.552,3.0,0.70429,0.512887
4.0,18.624,15.539,3.0,0.70623,0.512924
4.0,18.634,15.525,4.0,0.70383,0.512845
4.0,18.589,15.49,3.0,0.70525,0.512911
4.0,18.455,15.551,4.0,0.70412,0.512782
4.0,18.625,15.514,3.0,0.70438,0.512794
5.0,18.928,15.557,3.0,0.70443,0.512894
5.0,18.7408,15.5845,4.0,0.703755,0.512932
4.0,18.666,15.6515,2.0,0.708392,0.512478
4.0,18.6561,15.6063,4.0,0.703954,0.512872
4.0,18.688,15.6068,4.0,0.703924,0.512863
4.0,18.493,15.493,4.0,0.703418,0.512943
4.0,18.46,15.564,4.0,0.703262,0.512813
4.0,18.48,15.469,4.0,0.703253,0.513021
3.0,18.141,15.461,1.0,0.703101,0.513038
4.0,18.599,15.491,2.0,0.706635,0.512914
4.0,18.493,15.493,4.0,0.703642,0.512886
4.0,18.357,15.522,4.0,0.703571,0.512736
4.0,18.488,15.638,4.0,0.703722,0.512892
4.0,18.474,15.179,4.0,0.703581,0.512932
4.0,18.452,15.556,4.0,0.703419,0.512909
4.0,18.445,15.466,4.0,0.703993,0.512851
4.0,18.44,15.584,4.0,0.70368,0.512858
4.0,18.32,15.54,4.0,0.70354,0.512906
4.0,18.58,15.562,4.0,0.7036,0.512872
3.0,17.99,15.503,4.0,0.70379,0.512802
4.0,18.56,15.565,4.0,0.70367,0.512884
4.0,18.26,15.506,4.0,0.70367,0.512888
3.0,18.18,15.539,4.0,0.70368,0.512869
3.0,18.15,15.499,3.0,0.70443,0.512907
4.0,18.47,15.62,4.0,0.70389,0.512863
3.0,18.19,15.526,4.0,0.70377,0.512852
4.0,18.35,15.546,4.0,0.70395,0.512906
4.0,18.49,15.659,4.0,0.70352,0.512867
3.0,17.403,15.417,3.0,0.70473,0.5128
3.0,17.948,15.41,4.0,0.7038,0.5129
3.0,18.093,15.518,3.0,0.704209,0.512795
4.0,18.354,15.566,3.0,0.705491,0.51266
3.0,17.604,15.431,4.0,0.70391,0.512889
3.0,18.158,15.564,4.0,0.703627,0.512979
3.0,18.122,15.609,2.0,0.706621,0.512908
4.0,18.27,15.49,2.0,0.707086,0.51198
2.0,17.173,15.322,3.0,0.70497,0.51268
3.0,17.655,15.391,3.0,0.70417,0.51289
3.0,17.414,15.341,3.0,0.70494,0.51275
2.0,17.174,15.389,3.0,0.705092,0.512554
3.0,17.563,15.449,3.0,0.705049,0.512656
2.0,17.06,15.41,3.0,0.704764,0.512731
2.0,17.072,15.381,3.0,0.705154,0.512651
3.0,17.479,15.425,3.0,0.705037,0.512757
2.0,17.019,15.38,3.0,0.705355,0.512583
2.0,17.131,15.383,3.0,0.70498,0.512562
3.0,17.489,15.436,3.0,0.704621,0.512608
3.0,17.414,15.433,3.0,0.705357,0.512605
2.0,17.117,15.392,3.0,0.704625,0.512631
2.0,17.21,15.412,3.0,0.705108,0.512599
2.0,17.213,15.391,3.0,0.704729,0.512627
2.0,17.308,15.392,2.0,0.705517,0.512579
3.0,17.434,15.43,2.0,0.705863,0.512706
5.0,19.0419,15.6722,3.0,0.704591,0.512973
3.0,18.146,15.5229,3.0,0.704754,0.512968
3.0,17.9476,15.5381,3.0,0.704609,0.512962
5.0,19.1877,15.6435,3.0,0.704552,0.512967
3.0,17.783,15.489,4.0,0.704076,0.512779
3.0,17.752,15.46,,,
3.0,17.85,15.514,,,
3.0,17.988,15.505,3.0,0.70417,0.5128
3.0,17.55,15.48,3.0,0.704457,0.512704
3.0,17.58,15.49,3.0,0.70443,0.512734
3.0,17.57,15.48,3.0,0.704456,0.512722
3.0,17.93,15.54,3.0,0.704296,0.512804
3.0,17.85,15.48,4.0,0.703983,0.512926
3.0,17.81,15.46,4.0,0.7041,0.512944
3.0,17.55,15.48,3.0,0.704402,0.512731
3.0,17.94,15.53,3.0,0.704583,0.512771
3.0,17.85,15.48,4.0,0.704018,0.512927
3.0,17.56,15.48,3.0,0.704556,0.512726
3.0,17.59,15.5,3.0,0.704417,0.512715
3.0,17.733865,15.484298,2.0,0.70514387,0.51239586
2.0,17.054955,15.364051,2.0,0.70516878,0.51245193
2.0,17.008,15.41,3.0,0.705,0.512497
2.0,17.153582,15.402258,2.0,0.70512795,0.51245797
3.0,17.45,15.4,3.0,0.704251,0.512803
2.0,17.125,15.308,3.0,0.704425,0.512807
2.0,17.147,15.318,3.0,0.70477,0.5126713
3.0,17.483,15.411,3.0,0.704439,0.512803
3.0,17.449,15.416,3.0,0.704482,0.512795
2.0,17.126,15.304,3.0,0.705569,0.512741
3.0,17.831,15.435,4.0,0.703528,0.512914
2.0,17.152,15.325,3.0,0.705367,0.512738
3.0,17.457,15.404,3.0,0.704496,0.512799
3.0,17.445,15.4,3.0,0.705037,0.512772
2.0,17.036,15.418,3.0,0.704769,0.512493
2.0,17.233,15.431,3.0,0.704782,0.512596
2.0,17.095,15.428,3.0,0.704766,0.512511
2.0,17.065,15.457,2.0,0.70521,0.512447
2.0,17.023,15.416,2.0,0.70513,0.512468
5.0,18.747502,15.595601,4.0,0.704136,0.512794
5.0,18.752492,15.597309,3.0,0.704193,0.512791
4.0,18.643446,15.591105,3.0,0.704189,0.512832
4.0,18.656486,15.592384,3.0,0.704229,0.512906
4.0,18.685488,15.594871,3.0,0.704418,0.512803
4.0,18.363698,15.495292,3.0,0.704556,0.512869
5.0,18.758433,15.595121,3.0,0.704266,0.512849
5.0,18.86622,15.602144,4.0,0.70409,0.51277
5.0,18.763253,15.599497,4.0,0.704128,0.512777
5.0,18.779184,15.602454,3.0,0.7044,0.512876
5.0,18.729871,15.595391,3.0,0.70438,0.512881
5.0,18.850889,15.603952,4.0,0.704133,0.512806
5.0,18.760983,15.591395,3.0,0.704668,0.512831
4.0,18.521,15.546,4.0,0.704062,0.512891
4.0,18.409,15.525,3.0,0.704261,0.512845
4.0,18.532,15.592,3.0,0.704375,0.512895
4.0,18.507,15.512,3.0,0.70418,0.5129
4.0,18.372,15.543,3.0,0.7048,0.512819
4.0,18.423,15.513,4.0,0.703901,0.512881
4.0,18.526,15.54,3.0,0.704268,0.512875
4.0,18.49,15.547,4.0,0.703928,0.512819
4.0,18.451,15.539,4.0,0.703829,0.51287
4.0,18.525,15.552,4.0,0.70356,0.512885
4.0,18.552,15.541,4.0,0.703486,0.51292
4.0,18.456,15.55,4.0,0.70348,0.512975
4.0,18.486,15.546,4.0,0.703601,0.512949
4.0,18.41,15.54,3.0,0.704172,0.512899
4.0,18.388,15.537,4.0,0.704103,0.512812
4.0,18.4048,15.5015,4.0,0.7035,0.5129
4.0,18.39,15.5132,4.0,0.7037,0.5129
4.0,18.4522,15.533,4.0,0.7036,0.5129
4.0,18.3729,15.5082,,,
4.0,18.5435,15.5235,4.0,0.7037,0.5129
4.0,18.448,15.515,4.0,0.703654,0.512887
3.0,17.715,15.504,3.0,0.704731,0.512716
3.0,17.76,15.511,3.0,0.704979,0.512769
3.0,17.705,15.483,3.0,0.704704,0.51271
3.0,17.749,15.51,3.0,0.704343,0.512778
4.0,18.229,15.501,2.0,0.7081,0.512751
4.0,18.25,15.49,2.0,0.7057,0.512051
4.0,18.23,15.51,2.0,0.7058,0.512694
3.0,17.92,15.54,2.0,0.7062,0.512495
3.0,17.98,15.52,3.0,0.706,0.512814
4.0,18.252,15.547,4.0,0.70343,0.512927
3.0,17.962,15.489,,,
3.0,18.103,15.467,,,
2.0,17.009,15.437,3.0,0.70437,0.51262
2.0,17.147,15.37,,,
4.0,18.252,15.547,4.0,0.70343,0.51293
3.0,18.119,15.5,0.0,0.70354,0.51927
3.0,17.596,15.389,3.0,0.7042,0.5128
3.0,17.925,15.423,4.0,0.703418,0.512985
3.0,17.996,15.459,4.0,0.703438,0.512975
3.0,17.995,15.457,4.0,0.703393,0.512985
3.0,18.171,15.532,4.0,0.703396,0.512935
3.0,18.206,15.522,4.0,0.703315,0.512969
5.0,18.955,15.6,4.0,0.704125,0.512806
3.0,17.887,15.464,4.0,0.703346,0.512977
5.0,18.993,15.61,4.0,0.704062,0.512813
3.0,17.852,15.455,4.0,0.70346,0.512985
5.0,18.982,15.59,4.0,0.704124,0.512814
5.0,18.992,15.609,4.0,0.704058,0.512813
5.0,19.002,15.612,4.0,0.704138,0.51281
3.0,17.833,15.448,4.0,0.703507,0.512971
5.0,18.994,15.606,4.0,0.704116,0.512798
3.0,17.802,15.435,4.0,0.703333,0.512976
5.0,18.941,15.626,4.0,0.703712,0.51283
5.0,18.902,15.624,4.0,0.703742,0.512815
3.0,17.773,15.407,4.0,0.70388,0.513002
3.0,17.769,15.467,4.0,0.70403,0.512822
3.0,18.069,15.52,3.0,0.70456,0.512713
3.0,17.515,15.504,,,
3.0,17.83,15.556,,,
3.0,18.047,15.504,,,
3.0,17.969,15.458,,,
3.0,17.951,15.596,,,
3.0,17.896,15.36,,,
3.0,17.551,15.44,3.0,0.704287,0.512619
3.0,17.888,15.594,3.0,0.704563,0.512684
3.0,18.194,15.591,3.0,0.704763,0.512714
3.0,17.885,15.579,3.0,0.704572,0.512668
3.0,17.869,15.572,3.0,0.704533,0.512675
3.0,17.794,15.553,3.0,0.70459,0.512695
3.0,17.859,15.558,3.0,0.704417,0.512706
3.0,17.769,15.579,3.0,0.704481,0.512691
3.0,17.91,15.57,3.0,0.704467,0.512665
3.0,17.953,15.556,3.0,0.704443,0.512674
3.0,17.931,15.546,3.0,0.704488,0.512663
3.0,17.384,15.506,3.0,0.705008,0.512599
3.0,17.482,15.543,3.0,0.705181,0.512513
3.0,17.569,15.508,2.0,0.705319,0.51255
3.0,17.378,15.538,3.0,0.705039,0.512555
3.0,17.824,15.537,3.0,0.704926,0.512642
3.0,17.657,15.543,3.0,0.705114,0.512583
3.0,17.614,15.541,2.0,0.705531,0.512554
3.0,17.39,15.535,3.0,0.704985,0.512555
3.0,17.379,15.538,3.0,0.705078,0.512537
3.0,18.082,15.438,3.0,0.70495,0.51277
3.0,17.486,15.303,3.0,0.70513,0.51256
3.0,17.534,15.46,3.0,0.70495,0.5125
3.0,17.41,15.54,3.0,0.704956,0.512582
3.0,17.514,15.519,3.0,0.70492,0.512608
3.0,18.35,16.006,4.0,0.7037,0.512925
3.0,17.643,15.436,4.0,0.7039,0.512833
3.0,17.752,15.403,4.0,0.7041,0.512952
0.0,16.708,15.236,3.0,0.704967,0.512743
0.0,16.713,15.291,3.0,0.704907,0.512751
0.0,16.632,15.204,3.0,0.704735,0.512702
3.0,17.628,15.433,3.0,0.70453,0.51278
3.0,17.626,15.432,3.0,0.70443,0.51279
3.0,17.599,15.421,3.0,0.7047,0.51265
3.0,17.668,15.411,3.0,0.70474,0.51278
3.0,17.671,15.404,3.0,0.70417,0.51283
3.0,18.179,15.53,,,
4.0,18.253,15.523,,,
4.0,18.384,15.555,4.0,0.7041,0.51285
4.0,18.292,15.539,4.0,0.70401,0.512835
3.0,17.785,15.446,,,
3.0,17.912,15.467,,,
