,sr87_sr86,nd143_nd144
7990,0.703299,0.512872
7997,0.703173,0.512852
8000,0.70313,0.512908
8001,0.70309,0.51294
8030,0.703287,0.51285
8043,0.70313,0.512924
8046,0.70335,0.512912
8047,0.70348,0.512841
8052,0.70336,0.51285
8066,0.70352,0.512929
8067,0.70352,0.512868
8076,0.70475,0.512911
8085,0.70485,0.512842
8088,0.704,0.512918
8092,0.704592,0.512749
8093,0.704882,0.512699
8094,0.703697,0.512909
8095,0.704215,0.512899
8097,0.704843,0.512703
8098,0.704066,0.512803
8100,0.704878,0.512706
8173,0.70404,0.512835
8175,0.70337,0.512962
8176,0.70345,0.51293
8177,0.70349,0.512922
8178,0.7034,0.512946
8181,0.70363,0.512926
8184,0.70345,0.512952
8188,0.70325,0.512971
8190,0.7036,0.51287
8192,0.70352,0.512908
8194,0.70378,0.512828
8195,0.70388,0.512835
8196,0.70352,0.512899
8197,0.70349,0.512911
8200,0.70327,0.512977
8203,0.70333,0.512963
8204,0.70326,0.51297
8206,0.70342,0.51294
8224,0.70335,0.5128
8225,0.7036,0.5128
8226,0.70337,0.51281
8244,0.703538,0.512869
8245,0.703172,0.512885
8246,0.703382,0.512911
8247,0.70336,0.512878
8248,0.703012,0.512944
8249,0.703036,0.512953
8250,0.703152,0.512878
8251,0.703107,0.512889
8252,0.703662,0.512887
8253,0.70329,0.512873
8254,0.7033,0.51288
8255,0.703307,0.512819
8256,0.703265,0.512857
8257,0.703323,0.512832
8278,0.7032,0.51283
8279,0.7032,0.51282
8288,0.703528,0.512826
8291,0.702971,0.512848
8295,0.703261,0.512837
8296,0.7034,0.512808
8297,0.703029,0.512866
8298,0.703353,0.512811
8299,0.704151,0.512819
8326,0.70335,0.512852
8472,0.703947,0.512738
8474,0.703394,0.512778
8477,0.702887,0.512613
8493,0.70438,0.512585
8494,0.70734,0.512526
8495,0.70598,0.512568
8500,0.70504,0.51254
8534,0.703358,0.512704
8535,0.703014,0.512721
8536,0.703705,0.5129915
8537,0.703664,0.513015
8539,0.703182,0.512708
8540,0.703042,0.512731
8545,0.703065,0.512719
8547,0.70353,0.513063
8548,0.7032,0.512
8550,0.7033,0.5122
8584,0.70396,0.512762
8638,0.70344,0.511491
8641,0.702041,0.511517
8642,0.702187,0.511545
8643,0.702164,0.511337
8644,0.702021,0.51141
8646,0.701992,0.511807
8649,0.702074,0.511478
8650,0.702281,0.511891
8652,0.7021235,0.511568
8653,0.702159,0.512049
8655,0.702317,0.512076
8656,0.701993,0.511637
8657,0.702827,0.511493
8658,0.703187,0.511804
8660,0.702324,0.51144
8828,0.705008,0.512887
9027,0.703411,0.512779
9028,0.703014,0.512839
9042,0.70375,0.512757
9043,0.70325,0.512869
9044,0.70368,0.512811
9045,0.70318,0.512878
9048,0.703155,0.512866
9049,0.703442,0.512818
9050,0.703479,0.512852
9051,0.703235,0.51289
9052,0.703696,0.512805
9053,0.703455,0.512788
9054,0.7038197,0.512813
9055,0.703371,0.512863
9056,0.703598,0.512896
9057,0.703616,0.512809
9058,0.703643,0.512808
9059,0.704122,0.512764
9060,0.703223,0.512841
9061,0.703205,0.512894
9062,0.703199,0.512857
9063,0.70321,0.51288
9064,0.703237,0.512856
9065,0.703153,0.512922
9066,0.7036612,0.5127414
9067,0.7032174,0.5128394
9068,0.703566,0.5128002
9069,0.703164,0.512873
9070,0.703235,0.512852
9155,0.70335,0.51294
9173,0.703167,0.512953
9267,0.702744,0.512914
9268,0.702946,0.512892
9269,0.702847,0.512904
9270,0.702744,0.512924
9271,0.702877,0.51291
9272,0.702791,0.512892
9273,0.702882,0.512901
9274,0.702855,0.512901
9275,0.702757,0.512929
9276,0.702784,0.512929
9288,0.703029,0.512944
9289,0.702919,0.512912
9290,0.70265,0.513081
9291,0.703139,0.512963
9301,0.70292,0.513022
9302,0.70292,0.513012
9303,0.70294,0.513012
9304,0.70284,0.512905
9305,0.70293,0.513014
9306,0.70287,0.512953
9307,0.70285,0.512941
9308,0.70292,0.513017
9309,0.70283,0.512934
9310,0.70296,0.513008
9311,0.702948571,0.512989
9312,0.70299,0.512995
9313,0.70289,0.513017
9314,0.70284,0.512989
9315,0.70284,0.512946
9316,0.70292,0.513036
9317,0.70307,0.512972
9318,0.70293,0.513005
9319,0.70286,0.512927
9320,0.70291,0.513016
9330,0.702974,0.512977
9341,0.702986,0.512965
9345,0.70385,0.51278
9351,0.70385,0.512787
9377,0.7043,0.5127
9378,0.7045,0.5127
9395,0.702948,0.5129
9396,0.702807,0.512906
9397,0.702857,0.512884
9398,0.702857,0.512877
9399,0.702761,0.512895
9400,0.703003,0.512894
9407,0.7028524,0.512883
9409,0.702932125,0.512882375
9412,0.702813,0.512871
9416,0.702914,0.512871
9418,0.703300545,0.51291
9421,0.703277,0.512917
9423,0.702802,0.512873
9424,0.702803,0.5128231
9426,0.702842429,0.512865
9428,0.70276,0.51284
9430,0.70269,0.51285
9454,0.702788,0.512895
9488,0.7030175,0.512977
9489,0.702947,0.512982
9490,0.702949,0.512893
9491,0.703114,0.512902
9492,0.702933,0.512891
9507,0.702822571,0.51291
9508,0.702793,0.512884
9509,0.702864,0.512875
9510,0.702779,0.512882
9529,0.70304,0.512928
9530,0.703048,0.512791
9531,0.702989,0.512927
9532,0.702763,0.512908
9533,0.704338,0.512687
9534,0.702674,0.513125
9535,0.702603,0.513132
9536,0.702576,0.513115
9537,0.702621,0.513137
9538,0.702595,0.513151
9539,0.702884,0.512872
9610,0.70437,0.512634
9611,0.70433,0.512734
9612,0.70444,0.512741
9613,0.70411,0.512648
9616,0.70444,0.512741
9619,0.70411,0.512648
9620,0.70437,0.512634
9621,0.7047,0.512567
9622,0.70415,0.512689
9623,0.70455,0.51273
9624,0.70436,0.512659
9625,0.70432,0.512577
9626,0.70357,0.512753
9627,0.70433,0.512734
9628,0.7046,0.512647
9631,0.70414,0.512826
9632,0.70401,0.512734
9742,0.70322,0.512986
9743,0.703,0.512983
9744,0.70414,0.512968
9746,0.70391,0.512905
9749,0.704723,0.51279
9753,0.704613,0.512811
9761,0.70418,0.512973
9763,0.70392,0.512489
9764,0.70441,0.513233
9765,0.704188,0.512611
9779,0.703402,0.512982
9780,0.704111,0.512957
9782,0.703761,0.51298
9783,0.703903,0.512855
9784,0.703444,0.51295
9794,0.70296,0.513395
9795,0.70304,0.513148
9796,0.70359,0.513621
9797,0.70274,0.5133055
9799,0.70304,0.513317
9800,0.70359,0.512985
9801,0.70472,0.513026
9802,0.703392,0.512903
9803,0.703965,0.512743
9804,0.704072,0.512758
9819,0.704041,0.512843
9822,0.704379,0.512797
9825,0.704249,0.512845
9835,0.70462,0.512724
9836,0.70444,0.512771
9837,0.70431,0.512746
9838,0.70461,0.512771
9839,0.70461,0.512741
9840,0.70443,0.512718
9841,0.70449,0.5127
9842,0.70443,0.512685
9843,0.70448,0.512646
9844,0.70442,0.512749
9847,0.703485,0.5128764
9851,0.70359,0.5128894
9852,0.703569,0.5129104
9853,0.703349,0.5128956
9858,0.703295,0.5128832
9863,0.703557,0.5128987
9878,0.70396,0.512849
9879,0.70447,0.512805
9880,0.70472,0.512701
9881,0.70452,0.512711
9882,0.70445,0.512739
9883,0.7046,0.512726
9884,0.70459,0.512735
9885,0.70405,0.512851
9886,0.70393,0.512833
9887,0.70424,0.512769
9888,0.70395,0.512841
9889,0.70393,0.512845
9890,0.70416,0.512788
9891,0.70414,0.512778
9914,0.706595,0.512754
9938,0.70427,0.511945
9939,0.70386,0.512004
9957,0.704595167,0.513129
9959,0.704935,0.512838
9960,0.704948,0.512565
9961,0.715756,0.512201
9962,0.714655,0.512235
9963,0.714838,0.512222
9964,0.708579,0.512413
9965,0.704018,0.512818
9966,0.706146,0.512745
9967,0.703726667,0.512858
9968,0.703898,0.512874
9972,0.703736,0.512851
9973,0.703724,0.512767
9974,0.703667,0.512881
10013,0.70407,0.51197
10027,0.70408,0.511984
10029,0.70404,0.512818
10030,0.704382,0.512758734
10032,0.704183,0.51280825
10043,0.704499,0.512579
10049,0.70404,0.512765
10051,0.704042,0.512765
10052,0.703766,0.5128
10053,0.704111,0.512712
10054,0.704153,0.512801
10055,0.7042525,0.51201
10056,0.70446,0.511925
10057,0.70404,0.512025
10069,0.70434,0.511971
10157,0.70398,0.512018
10167,0.7039835,0.512748
10168,0.705063,0.512733
10169,0.7040615,0.512759
10171,0.70510475,0.51274
10172,0.7040535,0.512742
10173,0.703945,0.512794
10174,0.70422675,0.512737
10175,0.7045775,0.512686
10176,0.7041,0.512721
10177,0.704125,0.512722
10178,0.70325,0.51294
10179,0.703967,0.512829
10180,0.70343775,0.51287875
10181,0.703473,0.51289
10182,0.70298,0.51301
10183,0.70365,0.512903
10184,0.70380225,0.5127655
10185,0.703962,0.512705
10186,0.704137,0.512789
10187,0.704045,0.512806
10188,0.703629,0.51287025
10189,0.7047675,0.512755
10190,0.704604,0.512809
10191,0.704234,0.512842
10192,0.703324,0.51292975
10193,0.704624,0.512828
10195,0.704154,0.51273
10196,0.70368725,0.51280425
10197,0.704606,0.512739
10198,0.704879,0.512759
10200,0.703988,0.512864
10202,0.703658,0.512872
10203,0.7037265,0.512872
10204,0.703409,0.5128965
10205,0.70346775,0.512933
10206,0.704179,0.512851
10207,0.70397675,0.512851
10208,0.704154,0.512693
10209,0.704286,0.512647
10389,0.70329,0.51151
10442,0.705771,0.512674
10443,0.729909,0.512707
10444,0.704786,0.512714
10445,0.707243,0.512666
10446,0.70479,0.512714
10460,0.72189,0.512544
10461,0.72737,0.512743
10462,0.727101,0.512542
10463,0.721885,0.512544
10464,0.72151,0.512649
10465,0.72968,0.512468
10466,0.7382,0.512468
10467,0.7273,0.512618
10522,0.705923,0.512605
10553,0.703872,0.512672
10557,0.704463,0.512598
10559,0.703843,0.512853
10560,0.704112,0.512638
10561,0.704103,0.512669
10563,0.705706,0.512654
10566,0.703872,0.512672
10567,0.704463,0.512598
10568,0.704112,0.512638
10578,0.707181,0.5131
10588,0.711168,0.512898
10589,0.710356,0.512776
10599,0.711973,0.513009
10600,0.705581,0.51302
10602,0.711581,0.513008
10607,0.708503,0.513067
10635,0.70547,0.51175
10636,0.70791,0.512843
10637,0.7074,0.512753
10638,0.708037,0.512575
10639,0.70738,0.512792
10640,0.706257,0.512614
10641,0.711574,0.51267
10642,0.708928,0.51296
10643,0.70789,0.512732
10644,0.711336,0.512677
10645,0.70422,0.512815
10646,0.704529,0.512916
10647,0.705389,0.512555
10648,0.703986,0.512579
10649,0.704516,0.512599
10650,0.704455,0.512784
10651,0.70369,0.51256
10652,0.703563,0.512695
10653,0.703685,0.51256
10654,0.710347,0.51277
10655,0.71011,0.511418
10656,0.70808,0.512543
10657,0.710548,0.512518
10662,0.705902,0.512849
10663,0.705956,0.512849
10664,0.704943,0.512805
10694,0.704505,0.512713
10695,0.70376,0.512779
10734,0.70288,0.513002
10797,0.70346,0.512881
10801,0.70372,0.51283
10809,0.70518,0.512756
10832,0.70571,0.512759
10833,0.705163,0.512797
10836,0.70309,0.512927
10847,0.711346,0.512603
10848,0.707181,0.512866
10871,0.710877,0.512299
10872,0.709764,0.512927
10873,0.704134,0.512816
10990,0.70477,0.511791
10991,0.70467,0.511767
10999,0.7022,0.5106
11000,0.70235,0.51057
11024,0.70438,0.512819
11051,0.70334,0.512931
11056,0.7035,0.512938
11087,0.70341,0.51292
11097,0.703735,0.512928
11098,0.703874,0.512898
11099,0.703833,0.512894
11101,0.703737,0.512929
11104,0.703959,0.512888
11105,0.703707,0.512964
11106,0.703778,0.512866
11108,0.70384,0.512881
11124,0.703831,0.512901
11125,0.704129,0.512834
11127,0.703852,0.512908
11133,0.703833,0.512888
11136,0.703722,0.512879
11154,0.703562,0.512988
11159,0.70377,0.51293
11160,0.70398,0.51287
11161,0.70385,0.51284
11214,0.703535,0.512905
11220,0.70333,0.51292
11221,0.703309,0.512941
11223,0.703268,0.512948
11227,0.70351,0.512911
11228,0.7035,0.512902
11229,0.703549,0.512899
11233,0.70337,0.512929
11235,0.703502,0.512895
11236,0.70339,0.512943
11241,0.703452,0.512935
11242,0.703373,0.512962
11243,0.703647,0.512897
11244,0.703582,0.51298
11245,0.703543,0.512882
11246,0.70347,0.512915
11250,0.70356,0.513011
11253,0.70351,0.512946
11257,0.70358,0.512922
11267,0.70338,0.512945
11270,0.7034,0.512944
11275,0.70336,0.512954
11279,0.70341,0.512937
11280,0.70343,0.5129262
11283,0.70341,0.512957
11291,0.703361,0.512873
11292,0.703565,0.512851
11323,0.7038,0.51281
11324,0.70377,0.51289
11325,0.70379,0.51282
11326,0.70376,0.51289
11327,0.70379,0.5129
11334,0.703865,0.512873
11338,0.703704,0.512926
11351,0.703828,0.51287
11361,0.703793,0.512919
11364,0.703698,0.512939
11367,0.703534,0.512934
11376,0.703759,0.512879
11386,0.7035,0.512976
11398,0.703535,0.512963
11399,0.703524,0.512957
11403,0.703742,0.512912
11404,0.703814,0.512894
11407,0.703701,0.512894
11408,0.703896,0.512873
11409,0.703473,0.512927
11472,0.703644,0.512987
11473,0.703538,0.513004
11474,0.703787,0.512891
11475,0.703569,0.512941
11476,0.703705,0.512987
11477,0.703643,0.512984
11479,0.703788,0.51296
11480,0.703627,0.512977
11514,0.703622,0.512995
11523,0.70337,0.51297
11524,0.70348,0.51284
11525,0.7035,0.51283
11526,0.703421,0.51294
11527,0.703504,0.51293
11528,0.703437778,0.512921444
11529,0.703435,0.512921
11530,0.703412,0.512924
11531,0.703437,0.512925
11533,0.703399,0.512922
11534,0.703606,0.512927
11535,0.703426,0.512923
11536,0.703562,0.512927
11537,0.703632,0.512924
11538,0.70364,0.512913667
11539,0.703752,0.512959
11540,0.703743,0.5129
11541,0.703715,0.512983
11542,0.703742222,0.512980222
11543,0.703705,0.512924
11544,0.703733,0.512963
11545,0.703761,0.512956
11546,0.703765,0.512976
11547,0.703745,0.512955
11550,0.705181,0.512729
11554,0.704338,0.512786
11555,0.704311,0.512787
11556,0.705119,0.512726
11557,0.704463,0.512759
11558,0.70452,0.51269
11559,0.70419,0.5128
11560,0.70423,0.51281
11561,0.70479,0.51265
11562,0.70496,0.51282
11563,0.703532,0.512939
11564,0.703202,0.512943
11565,0.704112,0.51285
11566,0.703464,0.512931
11567,0.703522,0.512956
11568,0.704633,0.512781
11569,0.70447,0.512859
11570,0.704911,0.512804
11571,0.70444,0.51279
11575,0.705463,0.5127
11577,0.704765,0.51276
11579,0.704218,0.512798
11580,0.704135,0.512804
11581,0.703485,0.512896
11583,0.703496,0.512909
11584,0.70621,0.512678
11587,0.704456,0.512777
11588,0.7034,0.512904
11589,0.704364,0.5128
11594,0.70522,0.51281
11595,0.70432,0.51285
11596,0.70348,0.51292
11641,0.705338,0.512699
11642,0.704264,0.512812
11644,0.70364,0.512888
11645,0.703511,0.512912
11646,0.703627,0.51291
11648,0.703984,0.512819
11649,0.703242,0.512902
11656,0.703511,0.512912
11666,0.703604,0.512906
11667,0.704143,0.512796
11668,0.703731,0.512889
11669,0.703273,0.512988
11682,0.703743,0.512887
11688,0.703513,0.512903
11689,0.703526,0.512897
11690,0.703521,0.512909
11692,0.703743,0.512887
11694,0.704143,0.512796
11695,0.703604,0.512906
11697,0.703273,0.51299
11698,0.703731,0.512889
11699,0.703274,0.512919
11707,0.70353,0.5129
11708,0.703627,0.51291
11709,0.703397,0.512918
11718,0.703336,0.512919
11721,0.703336,0.512919
11722,0.703274,0.512919
11723,0.703397,0.512918
11724,0.704673,0.512754
11725,0.703534,0.5129
11726,0.704497,0.512783
11728,0.704368,0.51279
11729,0.705167,0.512736
11740,0.703588,0.512963
11741,0.70361,0.512955
11742,0.703565,0.512957
11743,0.703652,0.512956
11744,0.703556,0.512968
11754,0.703523,0.512908
11755,0.703596,0.51298
11756,0.703458,0.512961
11757,0.703433,0.512962
11758,0.703425,0.512963
11761,0.70355,0.512954
11764,0.703472,0.512923
11773,0.703592,0.512953
11774,0.703454,0.512981
11775,0.703579,0.512968
11776,0.703519,0.512866
11777,0.70342,0.512981
11778,0.703491,0.512993
11790,0.70348,0.51292
11791,0.70355,0.5129
11792,0.70352,0.51296
11807,0.703455,0.512948
11815,0.703573,0.512956
11816,0.703557,0.512961
11819,0.703571,0.512965
11820,0.703572,0.512969
11825,0.70359,0.512997
13190,0.707265,0.511987
13191,0.707265,0.511987
13192,0.707286,0.512023
13193,0.707286,0.512023
13194,0.705846,0.512401
13195,0.705846,0.512401
13196,0.70498,0.51248
13201,0.707834,0.512357
13203,0.704617,0.512463
13204,0.703845,0.51211
13205,0.70476,0.51205
13206,0.70381,0.51206
13209,0.70388,0.51212
13219,0.707488,0.512144
13221,0.707782,0.512279
13222,0.706823,0.512212
13224,0.7067,0.51228
13229,0.705709,0.512277
13231,0.70667,0.51227
13234,0.70609,0.51225
13235,0.70763,0.512185
13236,0.705512,0.512139
13237,0.707389,0.512209
13239,0.705354,0.512176
13240,0.705969,0.512422
13241,0.705475,0.51244
13242,0.706563,0.512413
13243,0.706251,0.512328
13245,0.705656,0.512441
13246,0.70564,0.512426
13286,0.705668,0.512568
13288,0.7036,0.512484
13291,0.70367,0.512441
13294,0.707448,0.512545
13295,0.709192,0.512375
13296,0.70349,0.512467
13302,0.703224,0.512673
13306,0.70318,0.512667
13307,0.70329,0.512632
13308,0.703142,0.512657
13322,0.70334,0.51247
13324,0.70367,0.5126
13325,0.70382,0.51234
13360,0.708201,0.512513
13766,0.710514,0.511125
13768,0.709684,0.511299
13769,0.709612,0.511164
13773,0.70887,0.511102
13774,0.71524,0.511157
13776,0.71793,0.511112
13777,0.710076,0.511036
13779,0.706425,0.511087
13780,0.713236,0.511058
13783,0.723413,0.511177
13785,0.704714,0.511003
13786,0.718301,0.511154
13821,0.70674,0.512198
13823,0.704844,0.512225
13824,0.714232,0.511896
13826,0.708819,0.512218
13827,0.709283,0.512211
13829,0.707324,0.51216
13852,0.70761,0.512406
13853,0.710393,0.51245
13854,0.70676,0.512158
13855,0.706311,0.512134
13856,0.708204,0.51218
13857,0.707276,0.51216
13882,0.70325,0.512561
13884,0.7114,0.512364
13885,0.70614,0.512396
13886,0.7057,0.512479
13887,0.705245,0.512396
13888,0.705592,0.512297
13889,0.706798,0.512522
13902,0.703079,0.512829
13903,0.703079,0.512829
14290,0.708657,0.512296
14291,0.707935,0.512324
14292,0.707851,0.512301
14293,0.707017,0.512227
14294,0.707102,0.512296
14295,0.716418,0.512342
14296,0.705459,0.512267
14297,0.706269667,0.512320333
14308,0.705344,0.512317
14309,0.706197,0.512257
14310,0.721801,0.512233
14311,0.706549333,0.511921
14312,0.704597,0.511912
14313,0.70433,0.511953
14314,0.70315,0.512291
14315,0.711,0.512377
14316,0.704776,0.511929
14317,0.706452,0.512268
14318,0.705372,0.512324
14342,0.711322,0.512246
14343,0.709261,0.511967
14384,0.70803,0.51241
14390,0.70762,0.512384
14393,0.70357,0.512534
14395,0.70716,0.512448
14399,0.70414,0.512572
14400,0.70393,0.512586
14401,0.70486,0.51251
14452,0.706568,0.512476
14494,0.762539,0.511457
14502,0.712,0.51231
14503,0.711,0.51245
14504,0.711,0.51239
14506,0.712,0.5126
14507,0.713,0.51221
14508,0.71,0.51258
14509,0.733,0.5131
14515,0.716,0.51227
14516,0.717845,0.511868
14517,0.709124,0.511904
14518,0.715501,0.511909
14521,0.7066,0.51242
14522,0.70827,0.51233
14523,0.70477,0.51292
14526,0.70781,0.51235
14528,0.70571,0.51246
14529,0.70487,0.51273
14530,0.70733,0.51252
14532,0.70836,0.51225
14538,0.70576,0.51247
14539,0.70671,0.51234
14670,0.7064,0.51239
14671,0.70608,0.51249
14672,0.70603,0.51247
14673,0.70613,0.51245
14674,0.70538,0.51267
14675,0.70531,0.51277
14676,0.70521,0.51277
14677,0.70667,0.51248
14678,0.7067,0.51247
14679,0.70646,0.51242
14691,0.70629,0.51255
14692,0.70633,0.51252
14693,0.7062,0.51243
14694,0.7062,0.51253
14695,0.70591,0.51255
14696,0.70634,0.51247
14697,0.7062,0.5125
14709,0.70545,0.51272
14711,0.70469,0.51196
14712,0.70628,0.51175
14727,0.7055,0.51266
14728,0.70694,0.51237
14729,0.70715,0.5123
14730,0.70378,0.51289
14732,0.70466,0.51272
14733,0.70353,0.51295
14734,0.70416,0.51282
14736,0.70394,0.51284
14738,0.70537,0.51256
14739,0.70648,0.51242
14740,0.70664,0.5124
14761,0.70589,0.511866
14762,0.7032,0.51215
14763,0.70306,0.512173
14764,0.70614,0.512053
14767,0.70363,0.51291
14768,0.70615,0.51251
14870,0.704583,0.512663
14871,0.703856,0.51279
14872,0.705409,0.51257
14873,0.703978,0.512658
14874,0.704086,0.512746
14875,0.704174,0.512696
14876,0.705217,0.512563
14898,0.71168,0.511778
14900,0.71208,0.511781
14901,0.7121,0.511769
14902,0.71053,0.511836
14903,0.70628,0.51247
14904,0.70618,0.51255
14925,0.70603,0.51252
14926,0.70516,0.51276
14927,0.70471,0.5127
14928,0.7043,0.51279
14929,0.70693,0.51238
14930,0.70727,0.51206
14931,0.70532,0.51276
14932,0.70425,0.51277
14933,0.70618,0.51255
14934,0.70628,0.51247
14935,0.70623,0.5125
14936,0.70583,0.51248
14937,0.70654,0.51224
14946,0.70623,0.5125
14947,0.70471,0.5127
14949,0.7042,0.512867
14950,0.70448,0.51284
14951,0.70378,0.512883
14955,0.70426,0.512871
14956,0.70453,0.512831
14957,0.70464,0.512835
14960,0.70382,0.512902
14962,0.70405,0.512905
14964,0.70383,0.512906
14974,0.707042,0.511378
14975,0.706952,0.511338
14976,0.707209,0.511249
14977,0.70735,0.51129
14982,0.70303,0.512297
15019,0.70502,0.512896
15020,0.7033,0.512963
15021,0.70301,0.513061
15022,0.70347,0.513075
15023,0.70394,0.51302
15024,0.70324,0.512987
15025,0.70334,0.513068
15026,0.70339,0.51296
15027,0.70321,0.513072
15028,0.70285,0.513081
15029,0.70304,0.513064
15031,0.70313,0.513048
15032,0.70305,0.513003
15033,0.70292,0.513043
15034,0.7029,0.51307
15035,0.70293,0.51305
15036,0.70282,0.513055
15037,0.70306,0.513111
15038,0.70349,0.512926
15039,0.70352,0.512968
15040,0.70331,0.513092
15041,0.70353,0.513023
15042,0.70285,0.513073
15043,0.70299,0.513056
15114,0.70312,0.5129
15115,0.7031,0.51244
15116,0.7032,0.512901
15117,0.70328,0.512866
15118,0.70352,0.512906
15119,0.70352,0.512896
15120,0.70323,0.512886
15121,0.70307,0.512921
15122,0.70317,0.512899
15123,0.70314,0.512901
15124,0.7031,0.512909
15129,0.70328,0.512887
15130,0.70353,0.51284
15156,0.70381,0.512859
15159,0.70451,0.512755
15160,0.7048,0.512795
15163,0.705,0.512801
15165,0.70405,0.512866
15168,0.70382,0.512939
15172,0.70415,0.512866
15173,0.70478,0.512769
15174,0.70415,0.512859
15187,0.70349,0.512074
15188,0.70698,0.511404
15189,0.70761,0.51207
15190,0.70686,0.51215
15191,0.70648,0.51236
15192,0.70601,0.51246
15193,0.70528,0.51253
15194,0.70617,0.5124
15195,0.70563,0.51247
15196,0.70501,0.5126
15204,0.70601,0.51246
15205,0.70528,0.51253
15207,0.70563,0.51247
15208,0.707601,0.51207
15253,0.703679,0.512829
15254,0.703697,0.512837
15255,0.703778,0.512836
15256,0.703892,0.512819
15257,0.703898,0.512815
15259,0.703779,0.512828
15260,0.703809,0.512824
15261,0.704202,0.512758
15262,0.703761,0.512834
15263,0.703715,0.512874
15264,0.703625,0.512863
15265,0.705805,0.512651
15266,0.70371,0.512833
15267,0.70387,0.511949
15276,0.70704,0.511372
15285,0.70747,0.511303
15286,0.70701,0.511374
15310,0.70671,0.511772
15382,0.70434,0.51273
15384,0.70446,0.51255
15385,0.7043,0.51261
15386,0.70436,0.5126
15387,0.70446,0.51244
15414,0.70369,0.51205
15415,0.70377,0.51204
15416,0.70366,0.51209
