,pb206_pb204,pb207_pb204
68243,18.348,15.537
68245,18.464,15.541
68252,18.4721,15.5505
68255,18.4562,15.5488
68256,18.4386,15.552
68263,18.38081429,15.55157143
68267,18.4618,15.5553
68272,18.44017143,15.54398571
68274,18.42,15.5407
68283,18.4418,15.5512
68287,18.3973,15.5398
68289,18.42021111,15.54328889
68294,18.4037,15.5421
68295,18.4718,15.5536
68299,18.3954,15.5449
68300,19.67,15.679
68301,18.451,15.551
68302,18.214,15.517
68303,18.20642857,15.52657143
68304,18.179,15.511
68305,17.871625,15.537125
68306,17.874,15.54
68307,17.876,15.541
68308,17.875,15.536
68310,18.109,15.499
68317,18.063,15.501
68408,17.463,15.459
68410,17.36,15.388
68411,17.427,15.448
68441,17.5792,15.5182
68475,18.033,15.506
68476,18.033,15.552
68477,18.035,15.554
68486,17.511,15.435
68489,17.474,15.404
68490,17.534,15.455
68491,17.551,15.462
68492,18.749,15.563
68494,18.855,15.614
68495,18.832,15.62
68502,18.687,15.585
68504,18.714,15.534
68505,18.699,15.546
68506,18.70625,15.52925
68507,18.701,15.566
68508,18.663,15.528
68511,18.746,15.523
68514,18.757,15.554
68551,18.685,15.573
68552,18.729,15.553
68564,18.618,15.567
68573,18.675,15.554
68574,18.666,15.557
68575,18.659,15.556
68587,18.685,15.583
68592,18.573,15.582
68593,18.668,15.581
68598,18.659,15.571
68604,18.656,15.565
68614,18.648,15.571
68621,18.639,15.563
68632,18.662,15.558
68638,18.652,15.566
68642,18.647,15.555
68645,18.66690592,15.5682224
68648,18.685,15.577
68661,18.656,15.556
68678,18.614,15.569
68679,18.639,15.563
68680,18.652,15.566
68681,18.685,15.577
68682,18.647,15.555
68683,18.31,15.552
68690,18.995,15.551
68691,19.007,15.578
68693,18.481,15.536
68708,18.746,15.579
68709,18.828,15.591
68710,20.081,15.763
68711,18.822,15.589
68724,18.794,15.604
68725,18.785,15.6
68726,18.812,15.619
68727,18.778,15.611
68728,18.74,15.575
68729,18.713,15.572
68730,18.695,15.573
68731,18.777,15.598
68732,18.766,15.593
68733,18.807,15.608
68734,18.678,15.561
68735,18.757,15.584
68736,18.807,15.593
68737,18.749,15.581
68738,18.757,15.591
68739,18.834,15.616
68740,18.768,15.6
68741,18.699,15.554
68742,18.766,15.593
68743,18.774,15.588
68745,18.711,15.591
68746,18.7025,15.574
68747,18.169,15.5084
68748,18.091,15.4955
68750,18.0186,15.448
68751,18.0514,15.4866
68755,18.0213,15.4598
68760,17.9492,15.4468
68761,17.9415,15.4432
68762,17.9425,15.4483
68763,17.9225,15.4498
68764,17.9256,15.4495
68767,17.9414,15.4506
68768,17.9484,15.4555
68770,17.9589,15.4493
68772,17.9834,15.4533
68773,17.9925,15.4552
68774,18.0752,15.4687
68775,18.0123,15.4551
68776,18.0098,15.4554
68777,17.9996,15.455
68792,18.113,15.52
68793,18.187,15.518
68794,18.243,15.54
68795,18.168,15.524
68801,18.207,15.533
68807,18.243,15.54
68808,18.318,15.565
68809,18.147,15.532
68810,18.318,15.565
68811,18.277,15.549
68812,18.574,15.623
68820,18.192,15.532
68821,18.454,15.619
68822,18.45,15.62
68823,18.19,15.53
68845,18.1897,15.6102
68846,18.2579,15.6092
68896,18.5827,15.59568
68910,18.787,15.747
68912,19.053,15.748
68913,18.735,15.735
68914,18.489,15.709
68916,18.496,15.709
68917,18.848,15.737
68918,18.252,15.693
68919,19.014,15.776
68920,18.287,15.685
68933,18.569,15.694
68944,18.52,15.607
68951,18.396,15.491
68952,17.969,15.505
68953,18.38,15.508
68954,18.395,15.492
68955,18.389,15.485
68956,18.397,15.491
68957,18.403,15.494
68958,18.397,15.491
68959,17.969,15.505
68960,18.395,15.492
68961,18.403,15.494
69037,17.908,15.426
69038,17.848,15.418
69039,18.271,15.522
69040,18.343,15.542
69041,18.349,15.542
69045,18.08,15.44
69046,18.169,15.444
69047,17.511,15.337
69050,18.008,15.416
69181,17.768,15.46
69370,18.401,15.543
69371,18.504,15.516
69380,18.3588,15.5395
69382,18.4175,15.5224
69393,18.3992,15.5267
69394,18.1981,15.5068
69395,18.4215,15.5247
69396,18.4218,15.5278
69427,18.317,15.51
69428,18.385,15.524
69429,18.317,15.511
69430,18.338,15.511
69431,18.342,15.516
69432,18.316,15.51
69433,18.377,15.519
69434,18.373,15.523
69435,18.383,15.523
69436,18.366,15.518
69437,18.389,15.53
69438,18.349,15.514
69439,18.366,15.518
69456,18.2423,15.5081
69467,18.39,15.533
69468,18.369,15.53
69469,18.36,15.52
69470,18.398,15.535
69472,18.206,15.494
69473,18.236,15.499
69474,18.206,15.491
69475,18.199,15.486
69476,18.199,15.485
69477,18.237,15.5
69478,18.245,15.502
69479,18.234,15.498
69480,18.215,15.497
69481,18.238,15.501
69646,18.2587,15.4794
69647,18.4904,15.5312
69648,18.5609,15.5545
69649,18.2917,15.4873
69650,18.4013,15.5091
69651,18.5224,15.5379
69653,18.5185,15.5395
69654,18.5284,15.5472
69655,18.4848,15.5122
69656,18.2647,15.4811
69657,18.51,15.5166
69658,18.3844,15.5123
69722,19.642,15.751
69724,19.511,15.742
69726,19.386,15.709
69728,20.157,15.851
69732,19.768,15.779
69733,19.749,15.773
69735,19.985,15.817
69736,20.004,15.82
69738,20.032,15.831
69739,19.48,15.758
69747,19.019,15.592
69781,19.057,15.68883333
69782,19.25216667,15.709
69783,19.33,15.738
69784,18.584,15.611
69797,19.117,15.697
69798,19.23466667,15.68333333
69799,19.31457143,15.69728571
69800,19.061,15.685
69808,19.378,15.734
69809,18.374,15.624
69828,19.41,15.705
69829,19.366,15.714
69832,19.217,15.717
69833,19.034,15.67
69835,18.863,15.652
69837,19.08366667,15.68474074
69838,19.143,15.71233333
69839,18.97591667,15.6705
69840,19.3395,15.7245
69841,19.204,15.699
69842,19.421,15.7347619
69843,19.2965,15.7125
69844,19.153,15.6955
69846,18.667,15.606
69856,19.24533333,15.701
69857,19.2945,15.7325
69858,19.35866667,15.73633333
69859,19.31075,15.72725
69860,19.076,15.695
69861,19.434,15.7425
69862,18.666,15.623
69863,18.58,15.623
69866,19.4015,15.7335
69868,18.881,15.664
69880,19.69933333,15.789
69882,19.4085,15.739
69884,19.456,15.7445
69885,19.38691667,15.7285
69886,19.20033333,15.71533333
69888,19.4455,15.7385
69889,19.043,15.697
69890,18.937,15.673
69893,19.15,15.662
69913,19.127,15.697
69949,18.9428107,15.63853556
69950,18.90194361,15.60824186
69951,18.89094258,15.61373346
69953,18.9428,15.6222
69954,18.87363946,15.60273615
69955,18.8853719,15.60084461
69980,18.664,15.558
69981,18.919,15.63
69990,18.89,15.613
69991,18.931,15.623
69992,19.005,15.648
69993,18.962,15.63
69994,19.009,15.651
69996,19.005,15.646
69997,18.994,15.64
69998,18.999,15.645
69999,19.009,15.646
70001,18.988,15.646
70003,18.961,15.642
70004,18.998,15.645
70012,18.927,15.625
70019,18.95,15.66
70020,18.672,15.591
70021,18.745,15.589
70024,18.362,15.444
70027,19.326,15.722
70038,19.16,15.689
70039,18.98,15.639
70040,19.155,15.695
70041,19.31,15.72
70045,19.225,15.675
70050,19.258,15.716
70059,19.451,15.727
70060,19.286,15.708
70263,19.4,15.69
70279,19.263,15.607
70280,19.231,15.6409
70281,19.547,15.6216
70335,18.074,15.58
70366,17.638,15.569
70405,17.86,15.596
70414,17.86,15.596
70418,19.422,15.665
70419,18.01,15.609
70450,17.844,15.552
70460,17.872,15.578
70478,17.976,15.564
70551,19.369,15.58
70556,19.214,15.532
70557,19.609,15.591
70560,19.294,15.543
70561,19.366,15.542
70564,19.667,15.549
70567,19.982,15.63
70569,19.928,15.6
70573,20.123,15.618
70576,19.855,15.585
70577,19.63,15.607
70596,19.222,15.593
70597,19.253,15.606
70600,19.339,15.61
70602,19.341,15.613
70606,19.533,15.649
70607,19.373,15.609
70610,19.358,15.615
70614,19.33,15.611
70616,19.568,15.612
70620,19.364,15.613
70621,19.292,15.608
70622,19.593,15.621
70624,19.475,15.607
70625,19.545,15.623
70627,19.369,15.619
70632,19.263,15.62
70633,19.31,15.61
70634,19.348,15.611
70635,19.606,15.624
70639,18.914,15.622
70643,19.339,15.611
70644,19.318,15.613
70646,19.101,15.637
70657,19.41328443,15.60910266
70661,19.4398298,15.60888531
70662,19.40930344,15.60542615
70668,19.61214621,15.62088939
70671,19.47674854,15.61736425
70675,19.51950296,15.62502893
70677,19.08701164,15.56915007
70680,19.20173458,15.59647825
70683,19.06701975,15.58244365
70686,19.36011399,15.58595853
70690,19.25051679,15.65191803
70691,18.568,15.579
70699,22.038,15.726
70725,18.591,15.612
70731,18.287,15.545
70761,18.665,15.574
70762,18.56,15.518
70763,18.601,15.49
70774,18.572,15.54
70776,18.543,15.551
70783,18.61,15.62
70784,18.56,15.59
70785,18.64,15.61
70786,18.09,15.61
70787,18.64,15.62
70809,18.243,15.517
70810,18.482,15.621
70858,18.594,15.598
70859,18.543,15.586
70861,18.264,15.526
70871,18.265,15.53
70878,18.431,15.539
70888,18.335,15.54
70890,18.476,15.573
70895,18.203,15.49
70897,18.734,15.63
70899,18.528,15.566
70900,18.203,15.511
70905,18.543,15.606
70909,18.704,15.609
70911,18.6,15.632
70912,18.667,15.535
70913,18.954,15.588
70914,18.875,15.593
71190,18.6868,15.5349
71195,18.7027,15.5367
71199,18.773,15.5631
71210,19.1444,15.587
71216,18.8518,15.5504
71219,19.1326,15.5813
71224,19.0736,15.5816
71227,19.0442,15.5744
71242,19.073,15.613
71279,19.369,15.616
71298,19.391,15.633
71311,18.773,15.563
71313,18.661,15.565
71314,18.795,15.567
71315,18.772,15.56
71317,18.86,15.565
71318,18.75,15.557
71319,19.022,15.596
71320,18.523,15.615
71321,18.86,15.57
71342,16.921,15.175
71343,17.822,15.58
71344,17.305,15.496
71345,17.946,15.548
71346,17.12,15.391
71347,17.645,15.476
71348,17.718,15.506
71349,17.328,15.433
71350,18.173,15.782
71351,18.041,15.487
71352,17.767,15.426
71353,18.448,15.578
71354,16.876,15.558
71355,17.892,15.517
71356,17.847,15.485
71357,18.012,15.479
71358,18.421,15.582
71359,18.389,15.552
71360,17.967,15.483
71361,18.574,15.572
71362,18.26,15.544
71363,17.515,15.421
71364,18.695,15.615
71365,18.348,15.506
71366,18.807,15.588
71367,18.82,15.605
71368,15.891,15.013
71369,18.762,15.607
71370,17.606,15.416
71371,16.718,15.16
71372,17.991,15.51
71415,19.014,15.85
71417,18.157,15.872
71420,18.293,15.691
71423,18.726,15.672
71426,18.562,15.823
71590,19.533,15.549
71598,19.353,15.56
71601,19.348,15.551
71608,19.651,15.57
71653,19.521,15.561
71658,19.62,15.556
71659,19.68,15.566
71687,19.468,15.556
71688,19.524,15.567
71689,19.515,15.563
71695,19.57,15.567
71697,19.17,15.524
71698,19.789,15.576
71706,19.185,15.538
71707,19.656,15.56
71708,19.632,15.564
71709,19.38933333,15.54066667
71710,19.554,15.561
71711,19.655,15.553
71713,19.574,15.57
71714,19.167,15.522
71729,19.284,15.542
71732,18.866,15.529
71733,18.998,15.496
71734,19.163,15.548
71742,19.055,15.493
71743,19.509,15.569
71764,19.304,15.544
71769,19.263,15.535
71771,19.42,15.542
71780,19.032,15.533
71781,19.347,15.541
71793,19.334,15.546
71797,19.441,15.558
71805,19.787,15.564
71806,18.92,15.513
71812,18.731,15.502
71813,18.881,15.505
71814,18.876,15.505
71822,18.779,15.505
71823,18.885,15.517
71824,18.84,15.523
71825,18.796,15.514
71826,18.967,15.515
71837,19.407,15.548
71839,19.6,15.56
71840,19.059,15.528
71841,19.092,15.536
71842,18.935,15.512
71843,19.304,15.543
71847,19.261,15.552
71849,19.316,15.547
71851,19.241,15.538
71858,18.72,15.679
71871,20.8449066,15.6426877
71872,29.5947324,16.21697652
71874,26.04779306,16.05277809
71875,20.668755,15.6206217
71876,16.79072031,15.16069575
71877,20.3023721,15.59009362
71878,20.1253704,15.627743
71879,19.8321852,15.571575
71880,21.11829432,15.66454734
71881,20.539497,15.6289466
71903,20.31,15.679
71904,20.223,15.677
71906,20.311,15.659
71907,20.291,15.675
71908,18.494,15.504
71910,18.273,15.524
71911,18.124,15.508
71912,18.27,15.529
71915,19.144,15.648
71916,19.769,15.673
71941,18.126,15.472
71942,18.341,15.493
71943,18.257,15.478
71944,18.214,15.48
71945,18.142,15.465
71946,18.141,15.469
71947,18.228,15.479
71948,18.802,15.501
71949,19.848,15.723
71950,20.0,15.632
71981,19.02,15.6
71982,19.02,15.56
71984,19.05,15.59
72143,19.041,15.685
72144,18.6547,15.5174
72145,18.7035,15.5303
72147,18.113,15.4625
72148,18.2522,15.5112
72149,18.256,15.5131
72150,18.4197,15.5116
72151,18.1378,15.4826
72152,18.2363,15.4696
72154,18.1126,15.4833
72155,18.3587,15.5055
72156,17.945,15.5151
72157,18.3765,15.4771
72158,18.422,15.4971
72159,18.217,15.4928
72160,18.3435,15.4735
72161,18.334,15.4794
72162,18.2208,15.4593
72163,18.4102,15.4815
72164,18.6449,15.52
72165,18.3173,15.4819
72167,17.951,15.5275
72168,18.6549,15.5228
72169,18.3399,15.4743
72170,18.3833,15.4934
72171,18.1675,15.464
72172,18.4127,15.4841
72173,18.5498,15.5227
72174,18.5337,15.548
72175,18.4858,15.5204
72176,18.7615,15.5264
72177,18.3615,15.4925
72178,18.3817,15.5382
72179,18.617,15.5047
72180,18.6248,15.5122
72187,18.521,15.519
72188,19.0995,15.5525
72206,18.465,15.509
72262,18.787,15.566
72263,18.757,15.553
72264,18.81,15.583
72267,18.638,15.544
72274,18.71,15.539
72277,18.76925,15.56275
72279,18.792,15.557
72280,18.7795,15.56425
72281,18.721,15.564
72282,18.707,15.539
72283,18.704,15.554
72284,18.709,15.558
72285,18.76,15.537
72286,18.83,15.545
72287,18.691,15.535
72288,18.666,15.536
72289,18.701,15.564
72290,18.828,15.548
72291,18.843,15.561
72292,18.816,15.549
72293,18.829,15.544
72294,18.824,15.541
72295,18.798,15.568
72296,18.82,15.547
72297,18.821,15.544
72298,18.86,15.578
72299,18.678,15.538
72300,18.685,15.531
72301,18.681,15.53
72302,18.761,15.543
72308,18.847,15.597
72309,18.781,15.575
72313,18.589,15.525
72314,18.68,15.526
72318,18.782,15.565
72319,18.741,15.534
72320,18.622,15.531
72321,18.722,15.571
72333,18.856,15.616
72334,18.839,15.569
72341,18.8875,15.5718
72343,18.833,15.5714
72347,18.8615,15.5679
72349,18.8642,15.5703
72351,18.896,15.5737
72352,18.8982,15.5735
72353,18.8968,15.5714
72355,18.8927,15.5683
72356,18.8754,15.5661
72358,18.8712,15.5635
72365,18.8596,15.5718
72369,18.8283,15.5683
72371,18.8221,15.565
72373,18.831,15.5672
72377,18.8487,15.5685
72378,18.8359,15.5668
72381,18.8505,15.5588
72399,18.157,15.486
72402,18.353,15.484
72408,18.4516,15.5202
72409,18.1381,15.4356
72410,18.1502,15.4395
72411,18.3063,15.4407
72412,18.3401,15.5086
72413,18.5023,15.5217
72414,18.5841,15.515
72415,18.4177,15.509
72416,18.8205,15.5116
72417,18.6745,15.4949
72418,18.1428,15.4742
72419,18.6743,15.5362
72420,18.6711,15.5048
72421,18.057,15.4429
72424,18.3935,15.4531
72425,18.0178,15.4262
72426,18.3102,15.4248
72427,18.116,15.4437
72455,18.7325,15.5628
72630,18.487,15.498
72631,18.488,15.478
72634,18.72,15.57
72635,18.708,15.571
72636,18.671,15.551
72637,18.785,15.543
72638,18.85,15.557
72639,18.886,15.597
72640,18.718,15.578
72642,18.728,15.577
72643,18.551,15.544
72644,18.701,15.561
72645,18.609,15.547
72646,18.672,15.558
72647,18.583,15.557
72648,18.496,15.514
72650,18.247,15.49
72651,18.155,15.469
72652,18.31,15.487
72653,18.221,15.456
72654,18.446,15.539
72656,18.254,15.487
72657,17.831,15.441
72658,18.459,15.5
72659,18.349,15.55
72660,18.543,15.498
72661,18.366,15.517
72662,17.723,15.414
72663,17.719,15.422
72665,17.807,15.402
72666,17.831,15.426
72668,18.072,15.504
72670,18.22,15.448
72671,18.404,15.519
72672,18.598,15.512
72853,19.0604,15.6076
72854,19.123,15.672
72863,18.67299459,15.52642585
72864,18.67859214,15.53258755
72869,18.82134129,15.54903791
72873,18.8232,15.5475
72874,18.6674,15.5265
72875,18.8211,15.5471
72876,18.8077,15.5516
72882,18.131,15.459
72883,18.627,15.479
72918,17.932,15.443
73003,17.8112,15.4168
73004,17.8349,15.4209
73005,17.8938,15.4426
73006,17.7603,15.4178
73007,17.7592,15.4181
73008,17.8118,15.4215
73010,17.7569,15.418
73011,17.8948,15.4422
73012,18.0286,15.464
73013,18.0375,15.4695
73014,18.036,15.4711
73045,18.607,15.546
73046,18.944,15.586
73124,18.509,15.509
73125,18.662,15.54
73126,18.325,15.471
73127,18.24,15.487
73138,18.7024,15.5648
73142,18.7174,15.5551
73143,18.5115,15.5194
73144,18.3149,15.4792
73145,18.3095,15.4992
73146,18.3081,15.4982
73147,18.5949,15.5554
73150,18.6211,15.5613
73151,18.7307,15.6224
73152,18.6861,15.6219
73153,18.625,15.6057
73154,18.8733,15.6279
73155,18.9561,15.6362
73156,18.9533,15.6322
73157,18.9413,15.6344
73158,18.9023,15.6286
73161,18.8998,15.6283
73170,18.7181,15.6273
73172,18.7056,15.6224
73175,18.7068,15.623
73176,19.1408,15.6365
73178,19.0801,15.6403
73179,19.042,15.6345
73184,19.0524,15.6367
73188,19.3088,15.6509
73189,18.9027,15.6363
73211,18.596,15.544
73212,18.568,15.53
73215,18.7422,15.5584
73220,18.6882,15.5555
73222,18.7465,15.5591
73226,18.6599,15.5582
73227,18.6103,15.5567
73231,18.6946,15.5547
73237,18.65,15.58
73246,18.7167,15.5565
73250,18.7112,15.5527
73253,18.7598,15.5573
73256,18.7137,15.5582
73285,19.156,15.501
73286,19.084,15.531
73289,19.195,15.576
73291,19.477,15.564
73292,19.116,15.526
73293,19.284,15.568
73296,19.485,15.59
73297,19.378,15.577
73305,19.17,15.53
73306,19.238,15.561
73307,19.175,15.526
73308,19.324,15.572
73314,19.188,15.591
73315,19.149,15.537
73317,19.175,15.569
73318,19.242,15.565
73320,19.141,15.568
73400,19.688,15.619
73401,19.393,15.621
73404,19.651,15.621
73406,19.677,15.598
73407,19.53,15.602
73409,19.542,15.615
73410,19.522,15.592
73431,19.656,15.619
73432,19.626,15.624
73433,19.308,15.613
73500,19.067,15.536
73511,18.982,15.583
73513,18.901,15.556
73520,18.947,15.573
73521,19.618,15.575
73522,19.067,15.536
73523,19.649,15.584
73525,19.538,15.598
73526,19.402,15.588
73527,19.524,15.604
73538,19.059,15.596
73539,19.054,15.613
73540,19.026,15.591
73541,19.146,15.601
73542,19.039,15.597
73543,19.031,15.598
73551,19.46,15.614
73553,19.72471429,15.59414286
73555,19.485,15.605
73559,19.055,15.572
73563,19.073,15.57
73602,19.088,15.569
73611,19.133,15.574
73614,19.03625,15.572375
73616,19.149,15.582
73621,19.24,15.578
73630,19.15,15.524
73633,18.984,15.555
73634,19.073,15.57
73635,19.103,15.546
73637,19.44,15.61
73638,19.112,15.61
73642,19.286,15.614
73643,19.334,15.535
73645,19.26,15.571
73659,19.495,15.602
73660,19.112,15.624
73661,19.215,15.615
73662,19.305,15.607
73663,19.137,15.624
73664,19.188,15.628
73665,19.099,15.618
73666,19.315,15.623
73667,19.16,15.614
73668,19.205,15.62
73669,19.138,15.609
73681,18.89771429,15.55914286
73682,18.83,15.551
73683,19.064,15.587
73684,18.991,15.565
73685,18.918,15.563
73686,18.897,15.56
73688,19.323,15.562
73702,20.142,15.554
73704,19.146,15.62
73735,19.444,15.554
73738,19.448,15.59
73766,19.34,15.55
73771,18.984,15.595
73775,19.016,15.608
73776,18.814,15.569
73779,19.025,15.614
73781,18.878,15.591
73783,18.843,15.574
73787,19.041,15.609
73795,18.794,15.582
73798,18.821,15.577
73799,18.814,15.594
73800,18.876,15.59
73838,19.0678,15.6218
73839,19.1205,15.6491
73840,19.0374,15.6192
73841,19.0532,15.6195
73843,19.0199,15.6152
73846,18.9896,15.6094
73847,18.7551,15.5719
73848,19.0494,15.6156
73849,19.0555,15.6165
73850,19.1997,15.635
73851,18.9374,15.5812
73854,18.8273,15.5785
73856,18.8683,15.5883
73858,18.8538,15.581
73859,18.8034,15.5687
73860,18.8193,15.5731
73862,18.8367,15.5791
73865,18.8169,15.5734
73866,18.8486,15.5829
73867,18.7641,15.5642
73868,18.8591,15.5778
73870,18.7548,15.5712
73872,18.7745,15.5723
73873,18.8144,15.5747
73874,18.7758,15.5703
73875,18.7381,15.5656
73879,18.8167,15.5772
73880,18.7438,15.5626
73883,18.743,15.5727
73885,18.6559,15.5555
73887,18.7455,15.5675
73888,18.7726,15.5904
73891,18.8221,15.5801
73895,18.8474,15.5804
73909,18.848,15.566
73910,18.643,15.559
73911,18.825,15.572
73912,19.17,15.599
73913,19.058,15.583
73914,18.849,15.583
73915,18.56,15.558
73916,18.883,15.585
73917,19.064,15.584
73918,19.095,15.578
73919,18.768,15.557
73920,18.818,15.571
73922,19.004,15.598
73923,18.974,15.595
73926,18.634,15.569
73927,18.94,15.595
73928,18.77,15.596
73929,19.024,15.609
73930,19.082,15.624
73931,19.008,15.605
73932,18.992,15.616
73933,19.011,15.583
73934,19.079,15.605
73935,18.946,15.604
73936,18.922,15.588
73937,18.994,15.603
73938,19.002,15.611
73958,18.69,15.551
73959,18.469,15.559
73960,18.718,15.56
73961,18.619,15.552
73962,18.475,15.563
73963,18.585,15.591
73971,18.608,15.571
73972,18.617,15.58
73973,18.688,15.569
74182,18.892,15.5932
74187,18.89,15.592
74190,18.888,15.594
74191,18.813,15.588
74192,18.884,15.591
74197,18.89,15.593
74198,18.8964,15.596
74203,18.887,15.588
74204,18.888,15.59
74206,18.894,15.596
74209,18.892,15.593
74223,18.893,15.59
74228,18.902,15.591
74236,18.9006,15.5902
74242,18.893,15.591
74243,18.88,15.591
74247,18.896,15.5916
74253,18.8994,15.5942
74256,18.8976,15.5912
74266,18.9036,15.5958
74267,18.897,15.595
74285,18.9042,15.5944
74296,18.893,15.592
74297,18.89,15.59
74300,18.895,15.594
74304,18.894,15.592
74318,18.89,15.589
74329,18.89,15.587
74331,18.888,15.588
74336,18.894,15.591
74342,18.884,15.589
74344,18.887,15.586
74348,18.889,15.602
74350,18.877,15.593
74351,18.8828,15.5844
74353,18.8692,15.5876
74558,18.9033,15.5928
74559,18.9032,15.5934
74560,18.9,15.595
74561,18.9002,15.5944
74562,18.8983,15.5917
74563,18.901,15.5941
74564,18.8985,15.5925
74565,18.8988,15.5931
74567,18.8866,15.5897
74568,18.8877,15.5905
74569,18.887,15.5894
74571,18.8777,15.5858
74572,18.8799,15.5857
74573,18.8774,15.588
74574,18.8566,15.5868
74575,18.8916,15.5903
74576,18.8747,15.5911
74577,18.8678,15.5867
74578,18.869,15.5895
74579,18.8696,15.5897
74580,18.8679,15.5892
74581,18.8757,15.5882
74582,18.877,15.5899
74583,18.8815,15.5925
74584,18.8779,15.5909
74585,18.876,15.5922
74586,18.8814,15.5957
74587,18.8735,15.5876
74588,18.9041,15.5935
74589,18.904,15.5935
74590,18.9054,15.5958
74591,18.8684,15.5882
74592,18.872,15.5899
74593,18.8765,15.5919
74594,18.868,15.5869
74595,18.9036,15.5929
74596,18.9036,15.5925
74597,18.8994,15.5924
74598,18.8993,15.5928
74600,18.9003,15.5909
74601,18.878,15.5928
74602,18.868,15.5868
74603,18.8712,15.5885
74604,18.8422,15.5848
74605,18.8701,15.5875
74606,18.8756,15.5949
74607,18.8767,15.5928
74608,18.8735,15.5878
74609,18.8769,15.5893
74610,18.8778,15.5889
74611,18.8771,15.5895
74612,18.8759,15.5956
74618,18.8999,15.5914
74622,18.867,15.5855
74796,18.717,15.578
74797,18.782,15.585
74798,18.774,15.607
74799,18.762,15.592
74800,18.737,15.578
74801,18.716,15.589
74802,18.678,15.564
74823,18.917,15.577
74824,18.984,15.645
74825,18.771,15.532
75018,22.88,16.0
75021,26.8,16.5
75157,18.172,15.799
75158,18.03057143,15.76328571
75159,17.75942857,15.749
75160,18.248,15.819
75161,17.80228571,15.75214286
75257,18.8202,15.6003
75258,18.8845,15.583
75259,18.8768,15.575
75260,18.9518,15.5938
75261,18.977,15.603
75265,18.9393,15.5949
75267,18.94,15.58
75268,19.04,15.63
75269,19.03,15.63
75270,18.9,15.62
75271,18.91,15.55
75273,19.05,15.65
75274,19.05,15.61
75322,18.417,15.481
75328,18.474,15.506
75332,18.462,15.498
75340,18.48366667,15.49066667
75355,18.67,15.538
75358,18.989,15.669
75359,18.973,15.642
75364,19.01,15.66
75366,19.23,15.67
75368,18.66,15.57
75400,19.228,15.616
75401,19.132,15.593
75402,19.142,15.614
75403,19.154,15.605
75404,19.282,15.612
75405,19.252,15.615
75406,19.29,15.627
75407,19.295,15.67
75408,19.234,15.605
75410,19.008,15.621
75411,19.137,15.59
75414,19.3,15.635
75419,19.291,15.613
75421,19.123,15.596
75422,19.241,15.621
75423,19.205,15.584
75425,19.254,15.645
75426,19.336,15.604
75427,19.3,15.635
75429,19.345,15.638
75443,18.81,15.65
75445,18.72,15.62
75447,18.6,15.58
75452,18.74,15.62
75456,18.61,15.58
75862,18.726,15.572
75863,18.702,15.57
75865,19.025,15.661
75867,18.327,15.59
75868,18.009,15.558
75869,18.075,15.57
75902,18.718,15.623
75912,18.6174,15.564
75913,18.67,15.5879
75914,18.6451,15.557
75915,18.68,15.594
75916,18.6996,15.5776
75917,18.6938,15.575
75918,18.6063,15.564
75919,18.73,15.59
75927,18.7646,15.6038
76016,18.6891,15.5955
76057,18.64,15.559
76112,18.705,15.609
76113,18.672,15.584
76114,18.64,15.569
76171,18.7783,15.604
76172,18.7761,15.602
76194,19.356,15.679
76196,19.315,15.627
76200,19.299,15.636
76202,19.538,15.803
76213,19.0338,15.6115
76216,18.9011,15.5871
76217,19.0152,15.6019
76218,19.0338,15.6115
76219,18.6931,15.589
76221,18.9711,15.611
76222,19.029,15.5942
76224,18.7274,15.5922
76258,18.7065,15.6198
76259,18.6967,15.5966
76264,18.7006,15.5961
76265,18.7563,15.6109
76266,18.8579,15.6456
76371,18.737,15.599
76372,18.728,15.598
76373,18.744,15.602
76374,18.761,15.602
76375,18.762,15.595
76376,18.802,15.595
76377,18.849,15.589
76378,18.963,15.592
76379,18.887,15.596
76382,18.77,15.608
76383,18.741,15.609
76384,18.802,15.593
76385,18.761,15.598
76431,18.747,15.5919
76432,18.7458,15.5922
76447,18.7519,15.567
76449,18.7459,15.5785
76452,18.7379,15.5724
76454,18.739,15.575
76457,18.861,15.618
76458,18.727,15.547
76459,18.872,15.577
76460,18.823,15.594
76461,18.629,15.518
76462,18.723,15.513
76463,18.622,15.496
76466,18.71,15.53
76469,18.919,15.647
76470,18.873,15.57
76496,19.849,15.648
76497,19.705,15.642
76498,19.095,15.623
76499,19.384,15.62
76500,19.67,15.655
76501,19.623,15.637
76502,20.039,15.674
76503,19.416,15.634
76504,20.006,15.669
76505,19.781,15.64
76506,20.162,15.684
76507,20.018,15.674
76508,19.742,15.635
76509,19.031,15.632
76510,19.878,15.643
76511,19.557,15.644
76512,19.773,15.64
76513,19.654,15.655
76514,19.517,15.629
76515,19.711,15.656
76516,20.018,15.672
76517,19.641,15.637
76518,19.481,15.647
76519,19.86,15.681
76524,19.326,15.646
76525,19.264,15.66
76526,19.684,15.669
76628,19.862,15.645
76629,19.497,15.633
76630,19.885,15.653
76631,20.072,15.638
76632,19.29,15.633
76633,19.459,15.624
76635,20.048,15.666
76636,19.913,15.648
76637,20.054,15.663
76640,19.845,15.642
76642,20.033,15.664
76646,19.037,15.54
76649,17.317,15.422
76655,18.198,15.461
76658,19.417,15.616
76659,20.25,15.645
76661,19.591,15.536
76670,19.131,15.568
76671,19.494,15.601
76695,19.133,15.591
76734,19.45,15.62264
