,pb206_pb204,pb207_pb204
28980,18.0323,15.4986
28981,17.9348,15.4758
28982,18.0161,15.504
28983,17.9476,15.4751
28989,20.255,15.612
28992,18.572,15.535
28993,19.89,15.58
28994,17.98,15.466
28996,19.689,15.618
28997,18.104,15.493
29000,18.096,15.423
29001,18.341,15.513
29024,17.852,15.493
29025,17.83,15.501
29026,17.841,15.505
29027,17.91,15.502
29035,18.85,15.68
29036,19.28,15.77
29037,18.19,15.64
29038,18.38,15.61
29040,18.26,15.57
29063,19.387,15.667
29067,19.222,15.568
29068,19.219,15.567
29070,18.978,15.552
29072,20.243,15.631
29077,18.448,15.592
29078,19.074,15.575
29080,19.304,15.549
29082,19.578,15.62
29576,16.818,15.34
29577,16.886,15.329
29578,16.737,15.276
29579,16.772,15.318
29580,16.799,15.325
29581,16.864,15.305
29584,16.794,15.337
29611,18.64,15.73
29612,19.236,15.767
29614,18.82,15.696
29617,18.984,15.777
29681,18.68,15.72
29682,18.36,15.71
29683,18.55,15.71
29690,18.54,15.72
29772,19.29,15.75
29773,18.78,15.71
29776,19.79,15.76
29777,19.09,15.73
29839,18.75,15.646
29843,18.622,15.663
30338,18.522,15.611
30341,18.783,15.699
30342,18.243,15.579
30376,18.4,15.628
30379,18.284,15.535
30380,18.209,15.515
30404,18.613,15.635
30417,18.694,15.641
30444,18.4,15.62
30446,18.39,15.6
30449,18.52,15.65
30452,18.51,15.62
30453,18.52,15.63
30456,18.447,15.614
30457,18.611,15.633
30460,18.367,15.573
30464,18.49,15.578
30467,18.234,15.613
30504,18.359,15.622
30509,18.556,15.638
30510,18.396,15.628
30512,18.512,15.647
30514,18.424,15.608
30515,18.498,15.621
30516,18.534,15.629
30518,18.519,15.646
30520,18.587,15.642
30521,18.496,15.656
30522,18.491,15.623
30523,18.503,15.628
30526,18.494,15.614
30528,18.423,15.633
30530,18.355,15.597
30535,18.468,15.618
30540,18.503,15.622
30542,18.58,15.646
30556,18.385,15.626
30559,18.485,15.622
30560,18.444,15.616
30564,18.483,15.627
30566,18.406,15.619
30568,18.487,15.641
30569,18.47,15.621
30584,18.635,15.608
30585,18.576,15.634
30586,18.669,15.646
30587,18.529,15.592
30589,18.568,15.62
30590,18.6,15.633
30591,18.634,15.624
30592,18.601,15.627
30593,18.976,15.659
30604,19.304,15.641
30739,19.187,15.577
30740,19.132,15.565
30741,19.464,15.584
30742,18.329,15.605
30743,19.158,15.58
30744,18.492,15.602
30745,19.389,15.585
30748,18.828,15.611
30749,19.93,15.637
30751,19.917,15.62
30752,19.917,15.624
30753,19.608,15.619
30754,19.136,15.569
31128,18.719,15.64
31132,18.88,15.669
31180,17.877,15.556
31181,18.42656212,15.60106921
31184,18.48198898,15.62085858
31188,18.84208317,15.64888766
31190,18.45548998,15.61868706
31191,17.4620982,15.55695386
31192,18.17158116,15.59696389
31195,18.01165932,15.58076329
31197,17.8423497,15.58728084
31205,18.02811824,15.58279438
31207,18.75551904,15.62108325
31208,18.17434168,15.60880441
31211,18.16464128,15.63002708
31214,18.35745892,15.6157001
31220,18.39232164,15.62646841
31222,17.93107014,15.56657673
31224,18.63117836,15.61602909
31225,17.81270942,15.56038917
31226,18.76679259,15.61722668
31228,17.91060321,15.58324674
31233,17.48910621,15.53891174
31234,18.89868337,15.64509629
31235,18.81631563,15.62069408
31238,17.55837375,15.56104213
31241,18.56751804,15.62527783
31245,18.63315932,15.60816048
31250,17.53074749,15.54508526
31252,18.629149,15.633045
31255,18.530066,15.640542
31258,18.390758,15.609389
31344,18.887,15.659
31429,18.55,15.634
31431,18.567,15.646
31588,18.978,15.606
31589,18.914,15.522
31590,19.248,15.566
31591,19.054,15.568
31592,18.655,15.499
31594,18.888,15.566
31596,19.204,15.571
31600,18.75,15.548
31601,18.722,15.513
31602,18.834,15.584
31603,19.082,15.587
31621,18.8754,15.62155
31622,18.8349,15.6113
31623,18.7917,15.6053
31625,18.8056,15.5585
31626,18.8716,15.6051
31627,18.8359,15.6136
31628,18.8173,15.6099
31629,18.7874,15.6417
31630,18.8195,15.6123
31631,18.8742,15.6304
31812,19.21,15.56
31818,19.225,15.615
31819,18.638,15.538
31820,23.30725,15.76
31821,17.935,15.521
31822,17.798,15.454
31823,18.303,15.538
31824,18.445,15.508
31832,17.753,15.386
31833,18.144,15.473
31834,17.849,15.417
31835,17.515,15.421
31836,18.171,15.56
31874,20.96,15.68
31875,17.95,15.47
31876,17.78,15.47
31889,17.95,15.47
31890,17.78,15.47
31896,18.985,15.544
31898,19.21,15.56
31985,17.273,15.457
31986,17.14,15.445
32008,18.3151,15.5935
32013,18.3174,15.5878
32014,18.3385,15.6088
32049,18.74,15.53
32051,18.71,15.59
32055,19.94,15.64
32074,18.7,15.49
32082,18.21,15.52
32083,17.432,15.511
32084,19.968,15.641
32100,18.935,15.677
32101,17.624,15.62
32102,18.3,15.618
32115,18.4301,15.693
32116,18.6414,15.6905
32118,18.197,15.682
32123,18.823,15.494
32124,18.733,15.479
32126,18.609,15.521
32127,18.6801,15.4882
32128,18.425,15.5289
32129,18.624,15.491
32130,18.454,15.467
32131,18.311,15.55
32132,18.8457,15.5507
32133,18.8853,15.5672
32134,19.4948,5.5845
32135,19.5423,15.5763
32136,19.2117,15.5521
32137,19.5497,15.5537
32138,19.1268,15.5375
32139,18.472,15.547
32140,18.43,15.517
32143,18.675,15.494
32146,18.6373,15.4846
32147,18.5805,15.4844
32148,18.62,15.498
32151,18.646,15.438
32152,18.844,15.521
32177,19.343,15.603
32194,18.47,15.591
32195,18.528,15.568
32201,18.72679332,15.58805693
32203,18.820611,15.57658678
32204,18.88778582,15.58190911
32205,18.93331123,15.60012941
32206,18.84469127,15.57626927
32208,18.62785857,15.56559234
32209,18.79718598,15.58603014
32210,18.78346087,15.57794434
32212,18.65467357,15.58772101
32213,18.53421988,15.56166316
32248,18.368,15.506
32249,18.501,15.529
32250,18.657,15.588
32251,18.356,15.568
32252,18.678,15.604
32253,18.297,15.55
32254,18.064,15.488
32260,19.531,15.729
32421,19.35,15.55
32422,19.106,15.557
32439,19.258,15.544
32440,19.172,15.591
32441,19.301,15.57
32442,19.312,15.571
32443,19.213,15.599
32444,18.981,15.561
32476,19.466,15.581
32477,19.432,15.604
32544,19.471,15.56
32545,19.641,15.603
32546,19.522,15.573
32547,19.533,15.557
32548,19.439,15.569
32549,19.447,15.538
32550,19.297,15.543
32551,19.388,15.552
32552,19.574,15.571
32553,19.394,15.558
32554,19.429,15.559
32555,19.429,15.57
32563,19.278,15.579
32567,19.5055,15.6096
32569,20.182,15.6641
32573,19.8709,15.6698
32574,20.0507,15.6482
32575,20.3627,15.6746
32576,20.2677,15.6606
32579,20.3206,15.6738
32582,20.2819,15.6699
32583,19.5269,15.6238
32587,19.4139,15.615
32590,19.1695,15.5792
32592,20.1919,15.6664
32593,19.1269,15.5746
32599,19.675,15.641
32635,19.195,15.584
32640,20.023,15.661
32651,19.616,15.599
32659,19.116,15.551
32678,19.494,15.561
32680,19.612,15.573
32692,18.928,15.543
32697,18.899,15.53
32701,19.34,15.61
32706,19.315,15.617
32709,19.029,15.561
32712,19.349,15.623
32714,19.202,15.61
32721,19.365,15.636
32722,19.415,15.621
32738,19.358,15.617
32742,19.515,15.652
32750,19.338,15.591
32782,19.049,15.555
32788,18.981,15.527
32789,18.973,15.527
32809,18.928,15.493
32820,19.48,15.64
32825,19.382,15.579
32828,19.161,15.557
32835,19.236,15.583
32842,19.461,15.611
32852,19.436,15.641
32874,19.409,15.599
32877,18.599,15.546
32889,19.475,15.641
32890,19.456,15.618
32900,19.377,15.606
32904,19.28,15.613
32915,19.259,15.59
32920,19.214,15.593
32921,19.269,15.621
32936,19.362,15.604
32944,19.334,15.592
32951,19.346,15.632
32961,19.185,15.602
32965,19.269,15.626
32976,19.326,15.619
33014,19.155,15.6063
33015,18.8948,15.5891
33017,18.9865,15.5898
33018,18.9915,15.5947
33019,19.0049,15.598
33030,18.8861,15.5821
33031,18.8973,15.5844
33032,18.8956,15.5838
33105,19.6054,15.632
33106,19.3586,15.617
33110,19.143,15.662
33111,19.681,15.668
33113,19.407,15.646
33114,19.113,15.656
33135,18.673,15.681
33141,19.726,15.625
33142,19.668,15.734
33175,18.99,15.673
33176,19.79,15.711
33182,18.73,15.654
33185,19.7,15.723
33188,18.38,15.644
33190,18.59,15.658
33193,19.93,15.72
33201,19.37,15.73
33203,19.32,15.73
33210,19.0,15.73
33233,20.08,15.7
33234,19.99,15.71
33235,19.053,15.672
33236,19.235,15.677
33237,19.612,15.672
33238,19.416,15.656
33239,19.98,15.7
33240,19.62,15.67
33303,19.072,15.673
33304,20.066,15.708
33306,19.01,15.672
33309,20.075,15.69
33312,19.66,15.72
33315,19.84,15.73
33438,19.028,15.613
33439,18.983,15.636
33440,18.868,15.586
33441,18.479,15.491
33442,18.642,15.497
33444,19.021,15.635
33455,19.181,15.675
33460,20.458,15.834
33461,20.454,15.826
33465,19.84,15.732
33466,19.434,15.772
33472,18.524,15.576
33473,18.135,15.48
33475,19.627,15.782
33477,19.509,15.854
33479,19.484,15.845
33480,19.636,15.789
33485,17.875,15.453
33488,18.415,15.458
33489,19.679,15.771
33497,18.347,15.526
33501,18.436,15.55
33504,19.694,15.739
33510,20.886,16.019
33512,19.478,15.846
33585,18.37,15.5
33586,18.71,15.62
33587,18.68,15.52
33589,18.64,15.53
33591,18.31,15.61
33593,18.94,15.55
33600,22.36,16.085
33931,18.026,15.56
33942,19.887,15.712
33944,18.059,15.499
33948,19.324,15.693
33949,19.287,15.654
33954,19.858,15.72
33956,18.453,15.565
33957,18.492,15.559
34144,18.145,15.546
34145,19.159,15.8
34305,20.031,15.863
34325,17.415,15.382
34327,17.95,15.45
34328,17.411,15.364
34333,17.409,15.359
34334,17.348,15.355
34335,18.519,15.587
34336,17.399,15.36
34342,19.423,15.765
34343,19.41,15.763
34350,18.534,15.53
34355,18.368,15.537
34372,19.223,15.69
34374,17.576,15.397
34376,17.929,15.439
34379,17.954,15.45
34380,19.157,15.673
34383,19.281,15.695
34390,17.939,15.44
34491,18.849,15.661
34492,18.042,15.505
34493,18.965,15.651
34496,16.699,15.281
34497,17.393,15.384
34499,17.478,15.442
34501,18.4,15.535
34503,16.837,15.327
34504,19.147,15.571
34505,19.523,15.708
34506,20.085,15.678
34607,18.031,15.471
34608,18.528,15.59
34624,18.0,15.465
34625,18.332,15.567
34638,19.836,15.775
34647,18.217,15.489
34648,17.781,15.453
34654,17.898,15.454
34676,19.177,15.67
34677,17.791,15.438
34690,19.779,15.71
34695,18.499,15.565
34738,18.142,15.467
34740,17.677,15.6
34751,17.898,15.446
35013,20.733,15.809
35014,20.854,15.818
35018,19.517,15.723
35019,17.152,15.314
35021,20.683,15.893
35026,18.861,15.638
35027,18.404,15.557
35029,21.233,15.93
35031,19.281,15.719
35036,18.893,15.722
35046,19.987,15.868
35047,22.426,16.023
35048,19.237,15.716
35050,21.242,15.984
35051,20.357,15.884
35052,19.699,15.795
35077,19.849,15.766
35078,16.721,15.199
35079,18.413,15.409
35080,18.316,15.392
35112,17.356,15.225
35119,17.943,15.392
35139,19.263,15.605
35141,20.229,15.829
35143,19.258,15.738
35147,17.765,15.381
35163,19.297,15.727
35180,17.95,15.44
35183,17.99,15.46
35184,17.94,15.41
35185,17.8,15.42
35186,17.81,15.44
35187,17.61,15.33
35188,17.97,15.42
35190,18.08,15.46
35191,17.91,15.39
35199,18.429,15.566
35210,19.301,15.764
35223,16.841,15.426
35225,16.776,15.402
35226,16.973,15.537
35228,19.202,15.639
35250,17.517,15.466
35253,17.528,15.462
35256,17.521,15.475
35257,16.58,15.405
35264,18.168,15.563
35315,18.03,15.44
35318,18.29,15.48
35319,17.61,15.4
35393,18.041,15.473
35394,17.698,15.41
35398,19.226,15.653
35400,20.499,15.834
35403,18.83,15.6
35404,18.13,15.46
35405,18.37,15.53
35407,17.93,15.43
35408,17.93,15.42
35409,17.87,15.46
35410,17.95,15.42
35411,17.93,15.38
35412,17.11,15.29
35413,17.65,15.38
35414,17.13,15.29
35415,17.76,15.45
35457,18.007,15.47
35458,17.775,15.344
35459,18.489,15.575
35463,17.35,15.39
35467,17.59,15.44
35468,18.45,15.58
35469,16.1,15.23
35470,18.8,15.61
35471,19.0,15.67
35512,18.485,15.558
35514,20.448,15.844
35520,18.493,15.576
36440,16.71,15.41666667
36441,17.06,15.57
36446,21.125,15.91
36449,18.58666667,15.54
36458,18.63,15.669
36464,18.814,15.656
36465,18.817,15.661
36467,18.863,15.662
36468,18.791,15.67
36469,18.813,15.679
36474,18.779,15.651
36476,18.738,15.637
36480,18.832,15.668
36481,18.758,15.676
36523,19.57,15.66
36524,19.59142857,15.7
36525,19.77,15.66
36526,19.55857143,15.63142857
36527,20.21571429,15.72285714
36528,19.18285714,15.65857143
36529,20.36428571,15.72714286
36530,22.2175,15.755
36531,19.335,15.685
36575,20.115,15.772
36606,18.9878,15.66
36607,19.3556,15.696
36609,18.8366,15.6562
36613,18.9293,15.6445
36614,18.5287,15.5897
36615,19.1851,15.645
36616,17.946,15.5449
36620,18.2061,15.5638
36622,18.2285,15.5337
36623,18.2683,15.5452
36659,19.03,15.58
36660,18.1,15.59
36661,18.97,15.62
36662,18.98,15.61
36666,19.608,15.659
36667,19.345,15.677
36676,19.166,15.664
36680,19.231,15.597
36799,18.484,15.533
36821,18.73,15.58
36822,18.41,15.61
36823,18.7,15.56
36824,18.45,15.59
36825,18.76,15.56
36826,18.74,15.54
36831,18.827,15.581
36832,18.752,15.584
36833,18.895,15.546
36870,19.164,15.598
36906,18.868,15.579
36919,19.28,15.607
36920,18.953,15.559
36921,19.318,15.625
36928,17.89,15.59
36929,17.88,15.59
36967,18.93,15.56
36968,19.07,15.56
36969,18.95,15.57
36970,18.94,15.55
36972,18.95,15.55
36973,18.91,15.56
36976,19.05,15.55
36977,19.12,15.56
36978,19.15,15.58
36979,18.96,15.58
36980,18.92,15.56
36982,18.93,15.57
36984,18.96,15.54
36996,18.437,15.52
36997,18.354,15.514
36998,18.656,15.529
36999,18.497,15.52
37000,18.396,15.55
37004,18.453,15.527
37008,17.904,15.547
37009,17.949,15.558
37050,18.836,15.62
37054,18.429,15.58
37055,18.837,15.597
37056,17.853,15.578
37114,18.303,15.523
37118,18.039,15.601
37119,18.12,15.527
37120,18.569,15.554
37122,17.793,15.524
37125,18.405,15.547
37127,18.053,15.569
37128,18.63,15.578
37130,18.9194,15.5803
37135,18.178,15.553
37136,18.707,15.589
37137,19.064,15.547
37139,18.467,15.531
37140,18.567,15.536
37141,18.111,15.541
37142,18.589,15.497
37145,19.423,15.621
37160,18.89,15.594
37161,18.977,15.605
37184,18.694,15.591
37185,18.518,15.589
37269,18.584,15.5635
37313,18.193,15.582
37320,18.743,15.592
37321,18.901,15.569
37322,18.731,15.578
37324,18.668,15.577
37330,18.724,15.565
37331,18.727,15.567
37332,18.627,15.585
37337,18.732,15.597
37342,18.19,15.562
37348,18.006,15.544
37351,18.0,15.545
37358,18.588,15.574
37361,18.443,15.536
37362,19.329,15.636
37363,19.588,15.68
37400,18.85,15.601
37402,18.889,15.561
37411,18.067,15.529
37415,18.955,15.565
37420,18.348,15.545
37427,18.296,15.576
37431,19.801,15.715
37433,18.624,15.586
37438,18.945,15.595
37439,18.658,15.593
37440,18.811,15.592
37441,18.557,15.584
37442,18.68,15.588
37443,18.808,15.59
37445,18.801,15.596
37447,18.686,15.601
37564,19.879,15.744
37565,19.613,15.731
37566,19.658,15.735
37567,20.024,15.779
37595,18.984,15.578
37596,19.489,15.616
37598,19.591,15.664
37619,19.2015,15.5894
37620,19.3882,15.6575
37621,18.1206,15.5285
37623,19.1578,15.641
37624,18.2085,15.5511
37626,18.2761,15.5396
37627,18.121,15.5344
37629,19.2329,15.647
37632,19.2198,15.5827
37633,18.2306,15.537
37637,18.462,15.543
37638,18.431,15.542
37650,17.997,15.562
37651,18.523,15.59
37652,18.339,15.582
37751,19.036,15.58
37752,19.519,15.605
37753,19.083,15.63
37773,19.52,15.62
37774,18.705,15.533
37775,18.8,15.51
37796,19.243,15.587
37803,19.12,15.584
37804,19.286,15.595
37805,18.661,15.54
37809,19.21,15.584
37818,18.762,15.558
37828,18.78,15.53
37831,18.39,15.46
37832,18.789,15.554
37835,20.94,15.83
37836,21.51,15.88
37861,19.754,15.632
37862,19.057,15.577
37863,19.196,15.572
37865,18.945,15.617
37867,20.719,15.78
37871,19.78,15.71
37872,19.63,15.76
37873,19.84,15.74
37874,21.37,15.89
37875,20.44,15.81
37876,19.29,15.73
37877,19.48,15.73
37886,18.93,15.53
37887,18.79,15.53
37899,19.384,15.578
37900,19.395,15.612
37907,19.392,15.585
37908,19.258,15.596
37909,19.387,15.596
37911,19.104,15.571
37912,18.779,15.549
37913,19.006,15.574
37914,19.15,15.63
37916,19.425,15.589
37917,19.28,15.616
37918,21.154,15.781
37919,20.336,15.696
37925,21.068,15.865
37951,20.378,15.787
37952,19.754,15.612
37953,20.094,15.696
37954,20.128,15.719
37955,20.234,15.738
37956,20.083,15.719
37958,19.172,15.557
37959,19.169,15.554
37960,19.878,15.628
37969,19.891,15.684
37973,19.743,15.589
37979,19.353,15.613
37980,19.288,15.585
37998,20.003,15.643
37999,19.861,15.61
38004,19.781,15.603
38015,21.1532,15.864
38016,21.299,15.916
38017,21.15,15.828
38018,20.782,15.793
38019,20.13,15.742
38020,20.127,15.741
38021,20.049,15.664
38022,20.112,15.707
38023,19.059,15.678
38024,19.533,15.742
38026,19.217,15.749
38027,18.982,15.682
38028,19.784,15.724
38030,19.779,15.72
38031,19.762,15.721
38032,19.784,15.724
38033,19.533,15.742
38034,19.751,15.711
38035,19.321,15.763
38036,19.327,15.766
38037,19.301,15.77
38038,19.217,15.749
38041,19.982,15.682
38042,19.059,15.678
38061,20.7024,15.7262
38062,20.809,15.754
38063,20.8964,15.7932
38068,18.335,15.5
38069,18.461,15.506
38072,19.89,15.694
38089,20.937,15.755
38176,17.933,15.429
38177,17.964,15.428
38178,17.978,15.444
38179,18.205,15.427
38181,19.96,15.623
38184,19.7,15.71
38185,18.812,15.554
38186,20.366,15.768
38187,20.196,15.808
38189,18.382,15.581
38190,19.692,15.673
38191,17.6355,15.37
38192,20.031,15.634
38194,19.844,15.68
38195,19.06,15.6
38196,19.37,15.69
38197,19.37,15.69
38198,19.06,15.6
38208,20.171,15.76
38209,19.965,15.665
38225,19.871,15.683
38226,19.958,15.708
38227,19.8,15.674
38305,19.2,15.552
38309,19.245,15.676
38310,19.261,15.637
38353,20.047,15.706
38373,18.79,15.63
38375,19.5,15.716
38415,19.925,15.701
38426,19.575,15.6
38437,19.375,15.691
38442,19.308,15.63
38443,19.316,15.617
38452,20.2578,15.7284
38453,20.1916,15.7104
38454,20.2636,15.7304
38456,18.903,15.602
38460,20.238,15.731
38461,19.419,15.597
38463,19.419,15.597
38464,19.343,15.604
38470,19.251,15.599
38474,19.419,15.617
38475,19.297,15.595
38476,19.551,15.647
38481,18.861,15.573
38483,19.023,15.563
38485,18.995,15.601
38487,19.139,15.585
38496,19.078,15.584
38498,19.037,15.577
38501,19.079,15.594
38508,19.82,15.777
38516,20.436,15.703
38519,18.795,15.556
38520,18.881,15.551
38521,18.407,15.533
38522,18.948,15.61
38533,19.703,15.643
38595,48.804,17.847
38754,19.383,15.719
38755,19.283,15.737
38756,19.439,15.722
38858,19.437,15.724
38859,19.434,15.822
38861,19.462,15.793
38866,19.416,15.751
38874,19.164,15.734
38875,19.287,15.751
38877,19.194,15.741
38882,19.232,15.783
38915,18.998,15.686
38929,19.127,15.704
38934,19.187,15.668
38935,19.128,15.685
38954,19.34,15.72
38987,19.3,15.6
38988,19.36,15.62
39025,19.432,15.722
39080,18.367,15.5
39082,18.355,15.493
39083,18.38,15.491
39085,18.367,15.507
39136,18.0042,15.4823
39138,18.0352,15.457
39247,19.446,15.617
39249,19.908,15.646
39252,18.728,15.508
39253,18.951,15.62
39255,19.891,15.634
39257,19.727,15.627
39258,19.751,15.636
39273,18.87,15.787
39275,18.803,15.745
39276,18.918,15.796
39342,19.072,15.575
39344,19.588,15.678
39345,19.331,15.644
39349,19.066,15.602
39352,18.885,15.554
39355,19.323,15.612
39364,19.772,15.641
39369,19.039,15.628
39373,19.373,15.636
39376,19.207,15.606
39378,19.316,15.59
39387,19.1352,15.6263
39391,19.4151,15.6429
39399,19.2013,15.6797
39402,18.3742,15.5969
39405,19.1374,15.6446
39409,19.0994,15.6458
39414,19.1218,15.6458
39719,19.057,15.6971
39727,18.822,15.669
39729,18.2907,15.6321
39791,17.8945,15.5732
39792,18.00684,15.563
39794,18.7284,15.6195
39795,18.3313,15.5985
39797,18.4571,15.6076
39798,18.5967,15.6348
39799,18.2849,15.5762
39801,18.5978,15.6205
39802,18.2408,15.6032
39803,18.935,15.6385
39809,18.3864,15.6027
39962,18.7,15.63
39963,19.1,15.64
39964,24.17,15.9
39965,19.95,15.7
40233,18.641,15.618
40234,19.04,15.61
40235,19.417,15.66
40236,18.35,15.64
40238,19.47,15.63
40239,19.22,15.7
40299,18.823,15.59
40301,18.383,15.539
40302,18.703,15.57
40303,18.792,15.605
40304,18.577,15.607
40306,19.16,15.586
40310,19.093,15.624
40313,18.397,15.52
40314,19.011,15.62
40315,19.158,15.603
40318,19.379,15.619
40454,17.554,15.51
40458,18.337,15.6293
40460,18.2504,15.629
40461,18.778,15.683
40462,17.729,15.545
40464,17.88,15.55
40465,18.18,15.57
40466,17.57,15.49
40468,18.01,15.54
40471,18.09,15.54
40474,18.41,15.54
40475,18.53,15.64
40477,18.77,15.61
40478,18.84,15.67
40479,18.3,15.54
40480,18.71,15.67
40481,18.37,15.59
40482,18.29,15.56
40484,18.22,15.56
40485,18.51,15.63
40486,19.03,15.68
40487,18.48,15.59
40492,18.18,15.57
40493,18.44,15.58
40495,19.0,15.69
40496,17.75,15.62
40498,18.83,15.68
40499,18.69,15.68
40500,17.71,15.5
40501,18.04,15.57
40502,17.56,15.51
40504,18.18,15.56
40505,18.5,15.6
40522,18.497,15.712
40523,18.942,15.678
40528,18.268,15.557
40529,18.842,15.634
40591,17.62,15.52
40602,18.733,15.66
40603,18.149,15.537
40604,18.362,15.58
40605,18.781,15.629
40606,17.355,15.598
40607,18.65,15.682
40608,17.62,15.53
40609,18.65,15.66
40665,18.563,15.532
40666,19.0791,15.5948
40667,18.6321,15.5648
40668,18.431,15.5196
40669,18.8497,15.5874
40672,18.6354,15.6224
40673,18.422,15.5451
40674,19.5763,15.6484
40676,19.4503,15.6774
40677,19.8325,15.6632
40678,18.914,15.5823
40679,18.9286,15.5905
40681,18.3556,15.4959
40682,18.7528,15.5556
40683,18.4713,15.522
40824,19.556,15.69
40825,19.593,15.683
40826,19.251,15.689
40827,19.37833333,15.64316667
40829,19.068,15.654
40846,19.07,15.63
40847,18.95,15.58
40848,18.96,15.57
40849,19.12,15.59
40850,19.02,15.55
40851,19.03,15.58
40852,19.08,15.58
40853,18.94,15.56
40854,18.95,15.59
40855,19.05,15.58
40877,18.99333333,15.58416667
40894,18.133,15.51
40896,18.014,15.497
40898,18.01266667,15.4985
40905,17.989,15.506
40906,17.98933333,15.50583333
40912,18.024,15.497
40913,18.304,15.512
40914,18.22,15.507
40918,18.358,15.524
40928,18.272,15.53
40939,18.708,15.557
40942,18.112,15.506
40943,18.161,15.513
40969,19.94,15.708
40970,19.392,15.623
40971,20.017,15.721
40972,19.293,15.631
40973,18.611,15.573
40974,18.595,15.598
40977,18.571,15.583
40978,18.581,15.534
40979,18.607,15.537
40980,18.578,15.582
40981,18.3,15.521
40982,18.617,15.572
40983,18.629,15.575
40984,18.617,15.532
40985,18.814,15.583
40986,18.82,15.577
40987,18.499,15.538
40988,18.818,15.606
40989,18.514,15.568
40990,18.557,15.556
40991,19.497,15.638
40992,19.998,15.587
40993,20.089,15.67
40994,19.933,15.657
40995,20.109,15.676
40997,20.057,15.688
40998,20.004,15.675
40999,19.052,15.591
41000,20.206,15.696
41253,19.8,15.65
41261,19.78,15.64
41268,19.81,15.65
41273,19.84,15.67
41291,19.84,15.62
41301,19.86,15.64
41481,19.8,15.66
41482,19.79,15.66
41485,19.85,15.68
41489,19.87,15.69
41500,18.561,15.557
41501,18.639,15.612
41502,18.522,15.568
41531,19.75,15.66
41533,19.74,15.64
41594,19.78,15.65
41597,19.77,15.63
41623,19.73,15.63
41627,19.73,15.64
41641,19.77,15.64
41937,19.315,15.631
41938,19.123,15.636
42154,19.745,15.628
42352,19.285,15.599
42572,19.291,15.626
42573,19.512,15.603
42589,18.637,15.523
42591,19.178,15.605
42592,19.47,15.6
42593,19.72,15.632
42633,19.68,15.61
42634,19.76,15.63
42635,19.34,15.63
42636,19.53,15.64
42637,19.2,15.64
42638,19.77,15.63
42642,19.38,15.61
42643,19.74,15.63
42646,19.56,15.64
42647,19.57,15.62
42656,19.507,15.641
42658,19.395,15.645
42659,19.455,15.644
42660,19.398,15.645
42661,19.494,15.643
42662,19.437,15.645
42663,19.592,15.651
42846,19.025,15.625
42847,18.9,15.639
42849,19.3321,15.6157
42850,18.95,15.634
42852,19.212,15.648
42853,19.203,15.609
42854,19.315,15.631
42855,19.2682,15.6221
42856,19.1577,15.6332
42858,19.3771,15.6236
42859,19.159,15.594
42860,19.262,15.604
42861,19.379,15.681
42864,19.123,15.6361
42865,19.2546,15.6449
42866,18.779,15.643
42867,18.745,15.567
42868,19.078,15.628
42869,19.305,15.629
42871,19.262,15.604
42872,19.379,15.681
42873,19.159,15.594
42914,19.37,15.59
42916,19.7,15.6
42918,19.53,15.58
42919,19.13,15.48
42921,19.7,15.62
42922,20.17,15.65
42923,19.19,15.46
42925,19.79,15.61
42926,19.62,15.57
42928,19.72,15.59
42929,19.17,15.5
42930,19.62,15.6
42932,19.21,15.53
42934,19.72,15.6
42939,19.7,15.61
42940,19.27,15.57
42941,19.47,15.64
42942,19.81,15.6
42943,19.48,15.58
42944,19.79,15.61
42945,19.47,15.63
42947,19.39,15.58
42948,20.01,15.61
42949,19.48,15.6
42950,19.26,15.63
42951,19.48,15.64
42952,19.79,15.61
42953,19.47,15.59
42954,19.82,15.58
42955,19.43,15.6
42956,19.47,15.58
42957,19.13,15.28
42958,19.61,15.59
43807,19.334,15.643
43808,19.328,15.63
43812,19.186,15.624
43813,19.335,15.615
43815,19.189,15.63
43816,19.112,15.656
43817,19.107,15.635
43823,19.286,15.623
43826,19.326,15.632
43863,19.47,15.63
43871,19.41,15.64
43872,19.28,15.62
43876,19.26,15.63
43878,19.24,15.64
43882,19.11,15.61
43883,19.43,15.62
43884,19.21,15.62
43886,19.23,15.64
43889,19.862,15.624
43891,19.774,15.624
43892,19.947,15.629
43895,19.602,15.629
43900,19.681,15.614
43902,19.808,15.621
43906,19.858,15.655
43910,20.096,15.66
43915,19.84,15.65
43920,19.67,15.63
43922,19.76,15.63
43923,19.56,15.61
43924,19.58,15.63
43925,19.02,15.59
43936,19.61,15.62
43938,19.7,15.68
43940,19.5,15.62
43944,19.46,15.64
43949,19.562,15.656
43951,19.63043696,15.64624751
43953,19.63822861,15.63808875
43958,19.58239159,15.63397255
43960,19.3139,15.6687
43961,19.2851,15.6489
43963,19.6489,15.6462
43965,19.4726,15.6413
43966,19.5477,15.6575
43972,19.5763,15.6517
43974,19.7314,15.6412
44000,19.487,15.601
44001,19.189,15.6302
44002,19.08933333,15.61266667
44003,19.68633333,15.63333333
44004,19.063,15.622
44005,19.33,15.633
44011,19.70233333,15.617
44012,19.5085,15.61016667
44013,19.49666667,15.62116667
44014,19.49833333,15.60683333
44015,19.82633333,15.63416667
44016,19.51083333,15.61666667
44080,19.357,15.673
44082,19.34614286,15.61171429
44083,19.28585714,15.63142857
44086,19.403,15.608
44097,19.05942857,15.63642857
